pert_id	pert_iname	n_target_genes	n_protective_genes	n_strong_protective_genes	n_opposing_genes	mean_protective_push_z	median_protective_push_z	summed_weighted_push	total_weight	min_n_signatures	total_gene_signatures	weighted_mean_protective_push_z	fraction_genes_protective
BRD-A04352665	maraviroc	13	6	0	7	-0.17897197374930748	-0.2689558267593384	-15.729955238978711	122.69809676726929	1	13	-0.12820048275740495	0.46153846153846156
BRD-K09778810	FGIN-1-27	13	7	0	6	-0.012894780303423222	0.0229610167443752	-15.787747703929778	122.69809676726929	1	13	-0.1286714962977428	0.5384615384615384
BRD-A12409803	orteronel	13	5	0	8	-0.0794846163346217	-0.1422500014305114	-16.242798194530153	122.69809676726929	1	13	-0.13238019677957263	0.38461538461538464
BRD-K28470988	L-690330	13	7	0	6	-0.2704153702809261	0.0407499969005584	-16.595032363448645	122.69809676726929	1	13	-0.13525093543158775	0.5384615384615384
BRD-A93255169	thalidomide	13	5	0	8	-0.2205641923042444	-0.1312730312347412	-16.923493930977678	122.69809676726929	1	13	-0.13792792534571863	0.38461538461538464
BRD-K61250553	loperamide	13	5	0	8	-0.14594379970087454	-0.0420425422489643	-17.05082063407577	122.69809676726929	1	13	-0.13896564888384	0.38461538461538464
BRD-K32107296	temozolomide	13	5	0	8	-0.1298000026637545	-0.2871499955654144	-17.560204276636924	122.69809676726929	1	13	-0.14311716920878312	0.38461538461538464
BRD-K51556300	BRD-K51556300	13	4	0	9	-0.16584911585624257	-0.1505626321304589	-17.84076932228631	122.69809676726929	16	208	-0.1454037983663776	0.3076923076923077
BRD-K62810658	PD-98059	13	6	0	7	-0.24176722922577312	-0.1199153065681457	-18.769676164358103	122.69809676726929	1	13	-0.15297446870720383	0.46153846153846156
BRD-K95606637	BRD-K95606637	13	7	0	6	-0.13650128589226648	0.1977423131465912	-18.871950663606924	122.69809676726929	1	13	-0.15380801463777202	0.5384615384615384
BRD-K48188942	BG-STK33-59	13	6	0	7	-0.16890925045411745	-0.0294494798872619	-19.10809725186804	122.69809676726929	16	208	-0.15573262956239495	0.46153846153846156
BRD-K61033289	15-delta-prostaglandin-j2	13	4	0	9	-0.18377806934026572	-0.216459035873413	-20.184728673460423	122.69809676726929	1	13	-0.1645072678816389	0.3076923076923077
BRD-A75517195	thiazolopyrimidine	13	7	0	6	-0.09637509859525242	0.0580623298883438	-20.279963684420526	122.69809676726929	1	13	-0.16528344137959253	0.5384615384615384
BRD-A43331270	niguldipine	13	6	0	7	-0.18528078152583197	-0.2718999981880188	-20.36730788088769	122.69809676726929	1	13	-0.16599530406343543	0.46153846153846156
BRD-K53855319	SRT-1720	13	6	0	7	-0.04622324154927181	-0.209572747349739	-21.117487606511453	122.69809676726929	1	13	-0.17210933309394832	0.46153846153846156
BRD-K28100108	BRD-K28100108	13	6	0	7	-0.1320538469232046	-0.0631500035524368	-21.378277329193303	122.69809676726929	1	13	-0.17423479167523756	0.46153846153846156
BRD-K06854232	AM-580	13	7	0	6	0.011973918773807017	0.0719548538327217	-21.38423823683541	122.69809676726929	1	13	-0.17428337358318202	0.5384615384615384
BRD-K56477805	BRD-K56477805	13	6	0	7	-0.06084999785973476	-0.0842500030994415	-21.60886609867147	122.69809676726929	1	13	-0.17611410990065016	0.46153846153846156
BRD-K56700933	phenethyl-isothiocyanate	13	4	0	9	-0.25132275888553035	-0.4162845611572265	-22.667081091942485	122.69809676726929	1	13	-0.18473865275136941	0.3076923076923077
BRD-K00317371	RITA	13	8	0	5	-0.30078845069958615	0.0966000258922576	-23.04484382658914	122.69809676726929	1	13	-0.18781745140105988	0.6153846153846154
BRD-K08845546	tacrolimus	13	6	0	7	0.021950003046255852	-0.0456999987363815	-23.458052013795022	122.69809676726929	1	13	-0.19118513352566238	0.46153846153846156
BRD-K12184916	NVP-BEZ235	13	6	0	7	-0.21126712400179642	-0.1787914931774139	-25.10173314837201	122.69809676726929	1	13	-0.20458127558395917	0.46153846153846156
BRD-K37865504	LY-2183240	13	7	0	6	-0.3800282994141945	0.0678686201572418	-27.641438474787023	122.69809676726929	1	13	-0.22528009156667375	0.5384615384615384
BRD-K08703257	3-amino-benzamide	13	5	0	8	-0.28171153366565704	-0.3959499895572662	-27.670997716120752	122.69809676726929	1	13	-0.22552100191583585	0.38461538461538464
BRD-K64634304	tretinoin	13	7	0	6	-0.0988961526980767	0.0407999753952026	-28.081683178162294	122.69809676726929	1	13	-0.22886812361423123	0.5384615384615384
BRD-K63195589	tipifarnib	13	4	0	9	-0.17316201329231262	-0.1813313215970993	-28.21870953184673	122.69809676726929	1	13	-0.22998490013558465	0.3076923076923077
BRD-A85860691	chaetocin	13	4	0	9	-0.3595846203657297	-0.6025500297546387	-28.575997317069206	122.69809676726929	1	13	-0.23289682619341234	0.3076923076923077
BRD-K99696746	fatostatin	13	5	0	8	-0.1277214770133679	-0.1307569295167923	-31.166859725420675	122.69809676726929	1	13	-0.2540125767764532	0.38461538461538464
BRD-K24132293	piperlongumine	13	5	0	8	-0.4175360913460071	-0.8425992727279663	-31.595701348609833	122.69809676726929	1	13	-0.25750767274361047	0.38461538461538464
BRD-K96799727	pifithrin-mu	13	6	0	7	-0.10709763547548881	-0.1487302780151367	-31.684717107061225	122.69809676726929	1	13	-0.25823315880082487	0.46153846153846156
BRD-K47983010	BX-795	13	3	0	10	-0.30098076752172065	-0.1071000099182128	-34.081369637805615	122.69809676726929	1	13	-0.27776608224372307	0.23076923076923078
BRD-K01638814	rilmenidine	13	4	0	9	-0.3235000056716112	-0.4153000116348266	-35.52887181809584	122.69809676726929	1	13	-0.2895633490182502	0.3076923076923077
BRD-A69951442	dexamethasone	13	5	0	8	-0.12598874004414448	-0.0259523373097181	-36.55442935969549	122.69809676726929	1	13	-0.297921730840137	0.38461538461538464
BRD-K28307902	flutamide	13	4	0	9	-0.2810192406177521	-0.1820499897003173	-37.105844155938314	122.69809676726929	1	13	-0.30241580866832646	0.3076923076923077
BRD-K83289131	CAY-10618	13	5	0	8	-0.5186539315260373	-0.4151504039764404	-39.988924380775046	122.69809676726929	1	13	-0.32591315948954813	0.38461538461538464
BRD-A94451536	2-fluoropalmitic-acid	13	5	0	8	-0.1844469698575827	-0.0991556942462921	-40.88155251556785	122.69809676726929	1	13	-0.33318815525811263	0.38461538461538464
BRD-A13084692	troglitazone	13	7	0	6	-0.2487578162780175	0.0090896189212799	-44.7745564475166	122.69809676726929	1	13	-0.36491647081082174	0.5384615384615384
BRD-U88459701	atorvastatin	13	6	0	7	-0.34831541318159837	-0.1193000078201294	-44.798020664371165	122.69809676726929	1	13	-0.3651077061883278	0.46153846153846156
BRD-K90999434	BRD-K90999434	13	5	0	8	-0.27098461899619836	-0.1539999991655349	-45.9404643060039	122.69809676726929	1	13	-0.37441871973892665	0.38461538461538464
BRD-A47829399	artesunate	13	7	0	6	-0.3747769777591412	0.2197265923023224	-50.83008201022271	122.69809676726929	1	13	-0.4142695229139206	0.5384615384615384
BRD-K08316444	rotenone	13	5	0	8	-0.4283674591435836	-0.2452781349420547	-53.23854836163946	122.69809676726929	1	13	-0.4338987300073694	0.38461538461538464
BRD-K03816923	rottlerin	13	3	0	10	-0.49275360657618594	-0.4000463485717773	-54.525308321268	122.69809676726929	1	13	-0.4443859339129787	0.23076923076923078
BRD-A15079084	phorbol-12-myristate-13-acetate	13	3	0	10	-0.6488692347819989	-0.6286318302154541	-60.3000777519387	122.69809676726929	1	13	-0.49145079948806697	0.23076923076923078
BRD-A30655177	LFM-A13	13	2	0	11	-0.41919286061937994	-0.4311942458152771	-62.05890019502646	122.69809676726929	1	13	-0.5057853530746955	0.15384615384615385
BRD-K02822062	CT-200783	13	2	0	11	-0.44385147782472456	-0.2489567250013351	-66.02752201198857	122.69809676726929	1	13	-0.5381299608683249	0.15384615384615385
BRD-A75817871	blebbistatin	13	5	0	8	-0.5008307752700952	-0.286650002002716	-71.58978544370123	122.69809676726929	1	13	-0.5834628843468612	0.38461538461538464
BRD-K76703230	YM-155	13	3	0	10	-0.49905770243360453	-0.4986499547958374	-74.07548349887487	122.69809676726929	1	13	-0.6037215364422434	0.23076923076923078
BRD-A97437073	rosiglitazone	13	4	0	9	-0.8483311511003054	-0.5543226003646851	-103.94110445237247	122.69809676726929	1	13	-0.8471289057525104	0.3076923076923077
BRD-K92317137	BRD-K92317137	13	2	0	11	-0.8060361376175513	-0.5997172594070435	-109.22985050010259	122.69809676726929	1	13	-0.8902326391197988	0.15384615384615385
BRD-K74305673	IKK-2-inhibitor-V	13	3	0	10	-1.0700057624624326	-0.5364471673965454	-119.82152787523921	122.69809676726929	1	13	-0.9765557170989678	0.23076923076923078
