pert_id	pert_iname	n_genes	n_positive_mr_effect	n_strong_precision_match	mean_mr_lincs_effect	median_mr_lincs_effect	sum_mr_lincs_effect	mean_precision_match	median_precision_match	sum_precision_match	mean_lincs_z	mean_mr_ivw_beta	median_mr_ivw_beta	fraction_positive_mr_effect	clinical_phase	moa	target	disease_area	indication	annotation_source	biology_note
BRD-K36324071	NF-449	13	4	4	-1.011467473253188	-1.4232188820754879	-13.149077152291445	-5.390472974358138	-4.60821552079801	-70.0761486666558	0.09689221473840573	0.46811178153786825	0.8048867209111468	0.3076923076923077	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K74305673	IKK-2-inhibitor-V	13	3	2	-0.8841466994609455	-0.3309506115821254	-11.493907092992291	-5.511059039129224	-3.00999852615492	-71.64376750867991	0.8740113394764754	0.46811178153786825	0.8048867209111468	0.23076923076923078	Phase 1	IKK inhibitor|NFkB pathway inhibitor	IKBKB	not annotated		Broad Repurposing Hub	
BRD-K22134346	simvastatin	13	3	3	-1.040652647229501	-0.9343738733443647	-13.528484413983513	-5.7243347360164405	-6.23266615025311	-74.41635156821373	0.8128262414382055	0.46811178153786825	0.8048867209111468	0.23076923076923078	Launched	HMGCR inhibitor	HMGCR|ITGB2	endocrinology|cardiology|neurology/psychiatry	hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia	Broad Repurposing Hub	
BRD-A05874290	DL-TBOA	13	4	3	-0.9044099917637405	-0.6259364026767075	-11.757329892928626	-5.801458828377644	-3.2180585247398903	-75.41896476890938	0.5611486933552302	0.46811178153786825	0.8048867209111468	0.3076923076923077	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A19037878	trichostatin-a	13	4	4	-0.9969652205864649	-0.7973511865870989	-12.960547867624044	-5.97262297768532	-5.8118644221985045	-77.64409870990916	0.4436038549129779	0.46811178153786825	0.8048867209111468	0.3076923076923077	Phase 1	HDAC inhibitor	HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	not annotated		Broad Repurposing Hub	
BRD-K15318909	PRIMA1	13	4	4	-1.1709077384041295	-0.9394911339015922	-15.221800599253683	-6.397723690817975	-6.981998635915534	-83.17040798063368	0.5842769375214211	0.46811178153786825	0.8048867209111468	0.3076923076923077	Preclinical	TP53 inhibitor	ACHE	not annotated		Broad Repurposing Hub	
BRD-K09635314	m-3M3FBS	13	5	5	-0.8709272330549663	-0.9515460804953276	-11.322054029714563	-6.830299401293621	-7.858962138871973	-88.79389221681707	0.7006343603134155	0.46811178153786825	0.8048867209111468	0.38461538461538464	Preclinical	phospholipase activator	PLCB2|PLCB3|PLCD1|PLCG1|PLCG2	not annotated		Broad Repurposing Hub	
BRD-K82746043	navitoclax	13	3	3	-1.1193583532328175	-0.946399986743927	-14.551658592026627	-6.874388224617015	-7.361171647841067	-89.3670469200212	-0.03011923569899339	0.46811178153786825	0.8048867209111468	0.23076923076923078	Phase 2	BCL inhibitor	BCL2|BCL2L1|BCL2L2	not annotated		Broad Repurposing Hub	
BRD-K40853697	STAT3-inhibitor-VI	13	4	3	-1.125981168608904	-1.156501419952667	-14.637755191915753	-6.922561226650493	-4.387079688170776	-89.99329594645641	1.1820231905350318	0.46811178153786825	0.8048867209111468	0.3076923076923077	Preclinical	STAT inhibitor	STAT3	not annotated		Broad Repurposing Hub	
BRD-K28112517	BRD-K28112517	13	4	4	-1.1521029593957708	-0.9021714413855915	-14.977338472145021	-7.634728242864023	-7.463769825022019	-99.2514671572323	0.6011654321963971	0.46811178153786825	0.8048867209111468	0.3076923076923077	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A17883755	lenalidomide	13	3	3	-1.299802653112533	-0.7299337003423179	-16.89743449046293	-7.6822949173832695	-4.8764917973188275	-99.8698339259825	1.2098038746760442	0.46811178153786825	0.8048867209111468	0.23076923076923078	Launched	anticancer agent	TNF	hematologic malignancy	multiple myeloma|mantle cell lymphoma (MCL)|myelodysplastic diseases (MDS)	Broad Repurposing Hub	
BRD-K50776152	BRD-K50776152	13	3	3	-1.3347726929067785	-0.6344501365505906	-17.35204500778812	-7.81020324181662	-4.769164323356245	-101.53264214361606	1.41195213336211	0.46811178153786825	0.8048867209111468	0.23076923076923078	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-U94846492	quinine	13	5	3	-1.3906104816881315	-0.8207765015525345	-18.07793626194571	-7.8323145840849735	-3.2256819579234355	-101.82008959310465	1.483553897876006	0.46811178153786825	0.8048867209111468	0.38461538461538464	Launched	hemozoin biocrystallization inhibitor	GP9|KCNB2|KCNN4|SLC29A4	infectious disease	malaria	Broad Repurposing Hub	
BRD-K16554956	PTB1	13	4	4	-1.2072080669067362	-1.1740270873611383	-15.69370486978757	-8.044441674223915	-4.847918992961997	-104.5777417649109	1.0689918926128974	0.46811178153786825	0.8048867209111468	0.3076923076923077	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K01192156	tyrphostin-AG-112	13	5	4	-1.4841829549512546	-1.1561934584621263	-19.29437841436631	-8.092637557218474	-9.086896926905139	-105.20428824384015	1.27837647153781	0.46811178153786825	0.8048867209111468	0.38461538461538464	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K79983625	DC-45-A2	13	5	4	-1.281023486594273	-0.4434172511100769	-16.653305325725547	-8.313434011139853	-3.448933371464955	-108.07464214481809	1.3320448971711671	0.46811178153786825	0.8048867209111468	0.38461538461538464	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K06792661	narciclasine	13	4	4	-1.6684800046980683	-1.4276774730458521	-21.69024006107489	-9.441791493616035	-8.274461555942668	-122.74328941700847	-0.006800011373483217	0.46811178153786825	0.8048867209111468	0.3076923076923077	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K00766422	sparfosic-acid	13	3	2	-1.611439499339209	-1.3195257482709983	-20.948713491409716	-10.381915915950556	-11.663610792739462	-134.96490690735723	0.7751769240085895	0.46811178153786825	0.8048867209111468	0.23076923076923078	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K76188144	BRD-K76188144	13	3	3	-2.9527667207604527	-2.3929620490288435	-38.38596736988588	-17.160369121487868	-7.778925194412206	-223.0847985793423	2.2625538546305437	0.46811178153786825	0.8048867209111468	0.23076923076923078	not annotated	not annotated	not annotated	not annotated		not annotated	
