pert_id	pert_iname	gene_name	mean_z	median_z	n_signatures
BRD-K06854232	AM-580	ZYX	0.31531697511672974	0.31531697511672974	1
BRD-K85563610	APO-866	BIN1	-0.4305000305175781	-0.4305000305175781	1
BRD-K85563610	APO-866	CASP2	-0.35644999146461487	-0.35644999146461487	1
BRD-K85563610	APO-866	CASS4	0.17239999771118164	0.17239999771118164	1
BRD-K85563610	APO-866	CTSH	0.06964999437332153	0.06964999437332153	1
BRD-K85563610	APO-866	EPHA1	-0.5077999830245972	-0.5077999830245972	1
BRD-K85563610	APO-866	GSTK1	0.5270000100135803	0.5270000100135803	1
BRD-K85563610	APO-866	PICALM	-0.3746500015258789	-0.3746500015258789	1
BRD-K85563610	APO-866	PLEKHA1	-0.25485000014305115	-0.25485000014305115	1
BRD-K85563610	APO-866	PSMC3	0.8932999968528748	0.8932999968528748	1
BRD-K85563610	APO-866	RABEP1	0.0020000040531158447	0.0020000040531158447	1
BRD-K85563610	APO-866	RHOH	-0.29170000553131104	-0.29170000553131104	1
BRD-K85563610	APO-866	USP6NL	-0.34299999475479126	-0.34299999475479126	1
BRD-K85563610	APO-866	ZYX	0.9508999586105347	0.9508999586105347	1
BRD-K40892394	AR-C133057XX	BIN1	0.3334500193595886	0.3334500193595886	1
BRD-K40892394	AR-C133057XX	CASP2	6.848649978637695	6.848649978637695	1
BRD-K40892394	AR-C133057XX	CASS4	0.5545499920845032	0.5545499920845032	1
BRD-K40892394	AR-C133057XX	CTSH	0.43400001525878906	0.43400001525878906	1
BRD-K40892394	AR-C133057XX	EPHA1	-0.3202499747276306	-0.3202499747276306	1
BRD-K40892394	AR-C133057XX	GSTK1	1.2372000217437744	1.2372000217437744	1
BRD-K40892394	AR-C133057XX	PICALM	-2.0332999229431152	-2.0332999229431152	1
BRD-K40892394	AR-C133057XX	PLEKHA1	-0.9430500268936157	-0.9430500268936157	1
BRD-K40892394	AR-C133057XX	PSMC3	-0.17329999804496765	-0.17329999804496765	1
BRD-K40892394	AR-C133057XX	RABEP1	-0.9352999925613403	-0.9352999925613403	1
BRD-K40892394	AR-C133057XX	RHOH	-0.017300009727478027	-0.017300009727478027	1
BRD-K40892394	AR-C133057XX	USP6NL	1.5499999523162842	1.5499999523162842	1
BRD-K40892394	AR-C133057XX	ZYX	-0.7261999845504761	-0.7261999845504761	1
BRD-K69181860	ARG-CSC-91	BIN1	-0.3863985538482666	-0.3863985538482666	1
