pert_id	pert_iname	gene_name	mean_z	median_z	n_signatures	protective_expression_direction	protective_direction_label	max_h4	mean_h4	n_coloc	total_weight	max_gwas_z_abs	mr_ivw_beta	mr_ivw_se	mr_ivw_p	protective_push_z	weighted_protective_push	pushes_protective	strong_push	opposes_protective	gene_weight_fraction	mr_lincs_effect	mr_lincs_effect_se_from_mr	mr_lincs_precision_match	mr_lincs_positive	mr_lincs_strong_precision
BRD-K61033289	15-delta-prostaglandin-j2	CASP2	-0.3474247753620147	-0.3474247753620147	1	-1.0	decrease	0.980530944	0.928077414	2	2.0	4.934071661237785	1.0	0.2237099077513556	7.819228086089452e-06	0.3474247753620147	0.6948495507240294	True	False	False	0.0833333333333333	0.3474247753620147	0.07772236444677176	1.553014700395671	True	False
BRD-K61033289	15-delta-prostaglandin-j2	PSMC3	0.6152922511100769	0.6152922511100769	1	1.0	increase	0.827476962	0.827476962	1	1.0	2.202657142857143	-0.6192485162211612	0.3088438194030099	0.0449572810782776	0.6152922511100769	0.6152922511100769	True	False	False	0.0416666666666666	0.3810188135422932	0.19002920888191202	1.2336941509103094	True	False
BRD-K61033289	15-delta-prostaglandin-j2	EPHA1	-0.216459035873413	-0.216459035873413	1	1.0	increase	0.857755717	0.857755717	1	1.0	3.7814961832061065	-0.277405633275953	0.118801038386382	0.019541130467517	-0.216459035873413	-0.216459035873413	False	False	True	0.0416666666666666	-0.06004695592476637	0.025715558229876576	-0.5054413390687119	False	False
BRD-K61033289	15-delta-prostaglandin-j2	PLEKHA1	0.1726120561361313	0.1726120561361313	1	-1.0	decrease	0.973750604	0.9736530115	2	2.0	8.013560830860534	0.9718639565544818	0.121077829830582	1.0007201221865392e-15	-0.1726120561361313	-0.3452241122722626	False	False	True	0.0833333333333333	-0.16775543582546487	0.020899493159557372	-1.3855173656498174	False	False
BRD-K61033289	15-delta-prostaglandin-j2	BIN1	0.1993160843849182	0.1993160843849182	1	-1.0	decrease	0.999914292	0.9982065285	4	4.0	5.939106382978723	1.0	0.1285664880564894	7.363544666516711e-15	-0.1993160843849182	-0.7972643375396729	False	False	True	0.1666666666666666	-0.1993160843849182	0.025625368982539823	-1.5502957839008786	False	False
BRD-K61033289	15-delta-prostaglandin-j2	USP6NL	0.3367261588573456	0.3367261588573456	1	-1.0	decrease	0.986739805	0.984928451	2	2.0	5.991691842900303	0.9291301181013883	0.1499155980473011	5.72985423972819e-10	-0.3367261588573456	-0.6734523177146912	False	False	True	0.0833333333333333	-0.31286241574695234	0.050480503483269476	-2.0869237078868776	False	False
BRD-K61033289	15-delta-prostaglandin-j2	RHOH	0.7103078365325928	0.7103078365325928	1	-1.0	decrease	0.872358023	0.872358023	1	1.0	4.324598917846089	0.7979161671425768	0.2544505355019307	0.001713626659781	-0.7103078365325928	-0.7103078365325928	False	False	True	0.0416666666666666	-0.5667661064174224	0.18073820937693608	-2.227411725817028	False	False
BRD-K61033289	15-delta-prostaglandin-j2	GSTK1	-0.7213831543922424	-0.7213831543922424	1	1.0	increase	0.857402737	0.857402737	1	1.0	5.481558935361216	-0.4262663954299771	0.1026084942460725	3.262858661820401e-05	-0.7213831543922424	-0.7213831543922424	False	False	True	0.0416666666666666	-0.3075013969466878	0.07402003924667004	-2.9968415305778437	False	False
BRD-K61033289	15-delta-prostaglandin-j2	PICALM	0.7373840808868408	0.7373840808868408	1	-1.0	decrease	0.941694681	0.929841757	2	2.0	4.090147208121828	0.9858096206963995	0.2421713500298872	4.686983137973752e-05	-0.7373840808868408	-1.4747681617736816	False	False	True	0.0833333333333333	-0.7269203210866197	0.17857329835891378	-3.0016776179218057	False	False
BRD-K61033289	15-delta-prostaglandin-j2	CASS4	0.651887834072113	0.651887834072113	1	-1.0	decrease	0.983409927	0.97844285	2	2.0	6.8278888888888885	0.8164001879109127	0.1148251666029847	1.1609236659320596e-12	-0.651887834072113	-1.303775668144226	False	False	True	0.0833333333333333	-0.5322013502333109	0.07485312915378922	-4.634884198108163	False	False
BRD-K61033289	15-delta-prostaglandin-j2	CTSH	-1.2808436155319214	-1.2808436155319214	1	1.0	increase	0.979826373	0.954322996	2	2.0	5.595764705882353	-0.6531917505468305	0.1164129687449566	2.0117491756135243e-08	-1.2808436155319214	-2.5616872310638428	False	False	True	0.0833333333333333	-0.8366364834060274	0.14910680778209479	-7.186797935193739	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	PLEKHA1	-1.9954500198364256	-1.9954500198364256	1	-1.0	decrease	0.973750604	0.9736530115	2	2.0	8.013560830860534	0.9718639565544818	0.121077829830582	1.0007201221865392e-15	1.9954500198364256	3.990900039672851	True	True	False	0.0833333333333333	1.9393059513849478	0.24160475793718622	16.01701941716761	True	True
BRD-K92301463	16,16-dimethylprostaglandin-e2	USP6NL	-2.009649991989136	-2.009649991989136	1	-1.0	decrease	0.986739805	0.984928451	2	2.0	5.991691842900303	0.9291301181013883	0.1499155980473011	5.72985423972819e-10	2.009649991989136	4.019299983978272	True	True	False	0.0833333333333333	1.8672263343993203	0.3012778804148052	12.455183841578489	True	True
BRD-K92301463	16,16-dimethylprostaglandin-e2	RABEP1	-0.7886500358581543	-0.7886500358581543	1	-1.0	decrease	0.971720589	0.906779892	2	2.0	5.771982942430704	0.7555586841493029	0.1376531430306971	4.045385255710982e-08	0.7886500358581543	1.5773000717163086	True	False	False	0.0833333333333333	0.5958713833472876	0.1085601561871469	4.328788796449104	True	True
BRD-K92301463	16,16-dimethylprostaglandin-e2	ZYX	-0.4342999756336212	-0.4342999756336212	1	-1.0	decrease	0.999998542	0.9999970725	2	2.0	6.876576576576576	0.8048867209111468	0.1104578798294652	3.173557474406893e-13	0.4342999756336212	0.8685999512672424	True	False	False	0.0833333333333333	0.3495622832795363	0.0479718545184782	3.164665878244467	True	True
BRD-K92301463	16,16-dimethylprostaglandin-e2	CASP2	-0.4301499724388122	-0.4301499724388122	1	-1.0	decrease	0.980530944	0.928077414	2	2.0	4.934071661237785	1.0	0.2237099077513556	7.819228086089452e-06	0.4301499724388122	0.8602999448776244	True	False	False	0.0833333333333333	0.4301499724388122	0.09622881065353484	1.9228025113528107	True	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	RHOH	-0.4168000221252441	-0.4168000221252441	1	-1.0	decrease	0.872358023	0.872358023	1	1.0	4.324598917846089	0.7979161671425768	0.2544505355019307	0.001713626659781	0.4168000221252441	0.4168000221252441	True	False	False	0.0416666666666666	0.33257147611911597	0.10605498882698491	1.307018181207925	True	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	PSMC3	0.5066499710083008	0.5066499710083008	1	1.0	increase	0.827476962	0.827476962	1	1.0	2.202657142857143	-0.6192485162211612	0.3088438194030099	0.0449572810782776	0.5066499710083008	0.5066499710083008	True	False	False	0.0416666666666666	0.3137422427903846	0.15647571214662787	1.0158605193940524	True	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	CASS4	0.214800015091896	0.214800015091896	1	-1.0	decrease	0.983409927	0.97844285	2	2.0	6.8278888888888885	0.8164001879109127	0.1148251666029847	1.1609236659320596e-12	-0.214800015091896	-0.429600030183792	False	False	True	0.0833333333333333	-0.1753627726842908	0.024664447519250586	-1.5272154865720222	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	GSTK1	-0.4274500012397766	-0.4274500012397766	1	1.0	increase	0.857402737	0.857402737	1	1.0	5.481558935361216	-0.4262663954299771	0.1026084942460725	3.262858661820401e-05	-0.4274500012397766	-0.4274500012397766	False	False	True	0.0416666666666666	-0.1822075712550188	0.043860000992695304	-1.775755239308495	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	EPHA1	-1.5832500457763672	-1.5832500457763672	1	1.0	increase	0.857755717	0.857755717	1	1.0	3.7814961832061065	-0.277405633275953	0.118801038386382	0.019541130467517	-1.5832500457763672	-1.5832500457763672	False	False	True	0.0416666666666666	-0.43920248158277475	0.18809174946351925	-3.6969582719835885	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	PICALM	0.996649980545044	0.996649980545044	1	-1.0	decrease	0.941694681	0.929841757	2	2.0	4.090147208121828	0.9858096206963995	0.2421713500298872	4.686983137973752e-05	-0.996649980545044	-1.993299961090088	False	False	True	0.0833333333333333	-0.9825071392881838	0.24136007129585413	-4.057074212812246	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	CTSH	-1.1392500400543213	-1.1392500400543213	1	1.0	increase	0.979826373	0.954322996	2	2.0	5.595764705882353	-0.6531917505468305	0.1164129687449566	2.0117491756135243e-08	-1.1392500400543213	-2.2785000801086426	False	False	True	0.0833333333333333	-0.744148727973629	0.13262347930553425	-6.392318106790555	False	False
BRD-K92301463	16,16-dimethylprostaglandin-e2	BIN1	1.4777500629425049	1.4777500629425049	1	-1.0	decrease	0.999914292	0.9982065285	4	4.0	5.939106382978723	1.0	0.1285664880564894	7.363544666516711e-15	-1.4777500629425049	-5.91100025177002	False	False	True	0.1666666666666666	-1.4777500629425049	0.18998913581777402	-11.494053273767676	False	False
BRD-A20131130	2',5'-dideoxyadenosine	CASS4	-0.8781330585479736	-0.8781330585479736	1	-1.0	decrease	0.983409927	0.97844285	2	2.0	6.8278888888888885	0.8164001879109127	0.1148251666029847	1.1609236659320596e-12	0.8781330585479736	1.7562661170959473	True	False	False	0.0833333333333333	0.7169079940093502	0.10083177474735959	6.243474450928559	True	True
BRD-A20131130	2',5'-dideoxyadenosine	CTSH	0.6833884119987488	0.6833884119987488	1	1.0	increase	0.979826373	0.954322996	2	2.0	5.595764705882353	-0.6531917505468305	0.1164129687449566	2.0117491756135243e-08	0.6833884119987488	1.3667768239974976	True	False	False	0.0833333333333333	0.4463836731368814	0.07955527384667586	3.834484060919718	True	True
BRD-A20131130	2',5'-dideoxyadenosine	RABEP1	-0.4204295873641968	-0.4204295873641968	1	-1.0	decrease	0.971720589	0.906779892	2	2.0	5.771982942430704	0.7555586841493029	0.1376531430306971	4.045385255710982e-08	0.4204295873641968	0.8408591747283936	True	False	False	0.0833333333333333	0.31765922580632694	0.05787345412378073	2.307678697430744	True	True
BRD-A20131130	2',5'-dideoxyadenosine	PLEKHA1	-0.2577252984046936	-0.2577252984046936	1	-1.0	decrease	0.973750604	0.9736530115	2	2.0	8.013560830860534	0.9718639565544818	0.121077829830582	1.0007201221865392e-15	0.2577252984046936	0.5154505968093872	True	False	False	0.0833333333333333	0.25047392821177	0.03120481982327946	2.068701830568365	True	True
BRD-A20131130	2',5'-dideoxyadenosine	USP6NL	-0.2907820045948028	-0.2907820045948028	1	-1.0	decrease	0.986739805	0.984928451	2	2.0	5.991691842900303	0.9291301181013883	0.1499155980473011	5.72985423972819e-10	0.2907820045948028	0.5815640091896056	True	False	False	0.0833333333333333	0.2701743182709276	0.04359275812022292	1.8021761697250653	True	False
BRD-A20131130	2',5'-dideoxyadenosine	ZYX	-0.1754475831985473	-0.1754475831985473	1	-1.0	decrease	0.999998542	0.9999970725	2	2.0	6.876576576576576	0.8048867209111468	0.1104578798294652	3.173557474406893e-13	0.1754475831985473	0.3508951663970946	True	False	False	0.0833333333333333	0.14121542993246436	0.019379568061315237	1.2784550106383121	True	False
BRD-A20131130	2',5'-dideoxyadenosine	GSTK1	0.2423571348190307	0.2423571348190307	1	1.0	increase	0.857402737	0.857402737	1	1.0	5.481558935361216	-0.4262663954299771	0.1026084942460725	3.262858661820401e-05	0.2423571348190307	0.2423571348190307	True	False	False	0.0416666666666666	0.1033087022660452	0.02486790067357313	1.0068240746062747	True	False
BRD-A20131130	2',5'-dideoxyadenosine	CASP2	-0.1091837137937545	-0.1091837137937545	1	-1.0	decrease	0.980530944	0.928077414	2	2.0	4.934071661237785	1.0	0.2237099077513556	7.819228086089452e-06	0.1091837137937545	0.218367427587509	True	False	False	0.0833333333333333	0.1091837137937545	0.02442547854075123	0.48805935727758515	True	False
BRD-A20131130	2',5'-dideoxyadenosine	BIN1	-0.0198951512575149	-0.0198951512575149	1	-1.0	decrease	0.999914292	0.9982065285	4	4.0	5.939106382978723	1.0	0.1285664880564894	7.363544666516711e-15	0.0198951512575149	0.0795806050300596	True	False	False	0.1666666666666666	0.0198951512575149	0.00255784972653134	0.15474601164164484	True	False
BRD-A20131130	2',5'-dideoxyadenosine	PSMC3	0.014710109680891	0.014710109680891	1	1.0	increase	0.827476962	0.827476962	1	1.0	2.202657142857143	-0.6192485162211612	0.3088438194030099	0.0449572810782776	0.014710109680891	0.014710109680891	True	False	False	0.0416666666666666	0.00910921359334229	0.004543126457683568	0.029494563339328768	True	False
BRD-A20131130	2',5'-dideoxyadenosine	EPHA1	-0.2036864161491394	-0.2036864161491394	1	1.0	increase	0.857755717	0.857755717	1	1.0	3.7814961832061065	-0.277405633275953	0.118801038386382	0.019541130467517	-0.2036864161491394	-0.2036864161491394	False	False	True	0.0416666666666666	-0.05650375926156132	0.024198157743718487	-0.4756167120172097	False	False
BRD-A20131130	2',5'-dideoxyadenosine	RHOH	0.4707714021205902	0.4707714021205902	1	-1.0	decrease	0.872358023	0.872358023	1	1.0	4.324598917846089	0.7979161671425768	0.2544505355019307	0.001713626659781	-0.4707714021205902	-0.4707714021205902	False	False	True	0.0416666666666666	-0.3756361127803981	0.11978803536857893	-1.4762637934300904	False	False
BRD-A20131130	2',5'-dideoxyadenosine	PICALM	0.9513986110687256	0.9513986110687256	1	-1.0	decrease	0.941694681	0.929841757	2	2.0	4.090147208121828	0.9858096206963995	0.2421713500298872	4.686983137973752e-05	-0.9513986110687256	-1.9027972221374512	False	False	True	0.0833333333333333	-0.9378979039087417	0.23040148605907287	-3.8728689574261876	False	False
BRD-A94451536	2-fluoropalmitic-acid	CTSH	0.8764517307281494	0.8764517307281494	1	1.0	increase	0.979826373	0.954322996	2	2.0	5.595764705882353	-0.6531917505468305	0.1164129687449566	2.0117491756135243e-08	0.8764517307281494	1.7529034614562988	True	False	False	0.0833333333333333	0.5724910402641192	0.10203034793571918	4.917759992173737	True	True
BRD-A94451536	2-fluoropalmitic-acid	GSTK1	0.9448397159576416	0.9448397159576416	1	1.0	increase	0.857402737	0.857402737	1	1.0	5.481558935361216	-0.4262663954299771	0.1026084942460725	3.262858661820401e-05	0.9448397159576416	0.9448397159576416	True	False	False	0.0416666666666666	0.40275341998034725	0.09694858055830045	3.9251469670188954	True	True
BRD-A94451536	2-fluoropalmitic-acid	RHOH	-0.4617643654346466	-0.4617643654346466	1	-1.0	decrease	0.872358023	0.872358023	1	1.0	4.324598917846089	0.7979161671425768	0.2544505355019307	0.001713626659781	0.4617643654346466	0.4617643654346466	True	False	False	0.0416666666666666	0.36844925259063743	0.11749619006055505	1.448019167512586	True	False
BRD-A94451536	2-fluoropalmitic-acid	EPHA1	0.3299362659454345	0.3299362659454345	1	1.0	increase	0.857755717	0.857755717	1	1.0	3.7814961832061065	-0.277405633275953	0.118801038386382	0.019541130467517	0.3299362659454345	0.3299362659454345	True	False	False	0.0416666666666666	0.09152617879529651	0.0391967709956431	0.7704156465166725	True	False
BRD-A94451536	2-fluoropalmitic-acid	RABEP1	-0.0263522267341613	-0.0263522267341613	1	-1.0	decrease	0.971720589	0.906779892	2	2.0	5.771982942430704	0.7555586841493029	0.1376531430306971	4.045385255710982e-08	0.0263522267341613	0.0527044534683226	True	False	False	0.0833333333333333	0.019910653755666995	0.003627466835814865	0.1446436551850244	True	False
BRD-A94451536	2-fluoropalmitic-acid	CASS4	0.0152179896831512	0.0152179896831512	1	-1.0	decrease	0.983409927	0.97844285	2	2.0	6.8278888888888885	0.8164001879109127	0.1148251666029847	1.1609236659320596e-12	-0.0152179896831512	-0.0304359793663024	False	False	True	0.0833333333333333	-0.012423969636950971	0.0017474082007303388	-0.10819901250313561	False	False
BRD-A94451536	2-fluoropalmitic-acid	CASP2	0.1368850171566009	0.1368850171566009	1	-1.0	decrease	0.980530944	0.928077414	2	2.0	4.934071661237785	1.0	0.2237099077513556	7.819228086089452e-06	-0.1368850171566009	-0.2737700343132018	False	False	True	0.0833333333333333	-0.1368850171566009	0.030622534560645915	-0.6118862527481035	False	False
BRD-A94451536	2-fluoropalmitic-acid	USP6NL	0.0991556942462921	0.0991556942462921	1	-1.0	decrease	0.986739805	0.984928451	2	2.0	5.991691842900303	0.9291301181013883	0.1499155980473011	5.72985423972819e-10	-0.0991556942462921	-0.1983113884925842	False	False	True	0.0833333333333333	-0.09212854190548253	0.014864985202728212	-0.6145360663298979	False	False
BRD-A94451536	2-fluoropalmitic-acid	PICALM	0.4049033224582672	0.4049033224582672	1	-1.0	decrease	0.941694681	0.929841757	2	2.0	4.090147208121828	0.9858096206963995	0.2421713500298872	4.686983137973752e-05	-0.4049033224582672	-0.8098066449165344	False	False	True	0.0833333333333333	-0.39915759073129636	0.09805598423130532	-1.6482444792996154	False	False
BRD-A94451536	2-fluoropalmitic-acid	PSMC3	-1.1589882373809814	-1.1589882373809814	1	1.0	increase	0.827476962	0.827476962	1	1.0	2.202657142857143	-0.6192485162211612	0.3088438194030099	0.0449572810782776	-1.1589882373809814	-1.1589882373809814	False	False	True	0.0416666666666666	-0.7177017463159517	0.3579463538759046	-2.323833929081882	False	False
BRD-A94451536	2-fluoropalmitic-acid	BIN1	0.3606429100036621	0.3606429100036621	1	-1.0	decrease	0.999914292	0.9982065285	4	4.0	5.939106382978723	1.0	0.1285664880564894	7.363544666516711e-15	-0.3606429100036621	-1.4425716400146484	False	False	True	0.1666666666666666	-0.3606429100036621	0.04636659238164341	-2.8051082008649346	False	False
BRD-A94451536	2-fluoropalmitic-acid	ZYX	1.4209773540496826	1.4209773540496826	1	-1.0	decrease	0.999998542	0.9999970725	2	2.0	6.876576576576576	0.8048867209111468	0.1104578798294652	3.173557474406893e-13	-1.4209773540496826	-2.841954708099365	False	False	True	0.0833333333333333	-1.1437258029900468	0.15695814581401127	-10.354406627719392	False	False
BRD-A94451536	2-fluoropalmitic-acid	PLEKHA1	1.4403843879699707	1.4403843879699707	1	-1.0	decrease	0.973750604	0.9736530115	2	2.0	8.013560830860534	0.9718639565544818	0.121077829830582	1.0007201221865392e-15	-1.4403843879699707	-2.8807687759399414	False	False	True	0.0833333333333333	-1.3998576702518015	0.17439861581725513	-11.561634960013325	False	False
BRD-K08703257	3-amino-benzamide	CTSH	0.509850025177002	0.509850025177002	1	1.0	increase	0.979826373	0.954322996	2	2.0	5.595764705882353	-0.6531917505468305	0.1164129687449566	2.0117491756135243e-08	0.509850025177002	1.019700050354004	True	False	False	0.0833333333333333	0.33302983046171153	0.05935315504554566	2.8607622849248875	True	True
BRD-K08703257	3-amino-benzamide	PLEKHA1	-0.2362499982118606	-0.2362499982118606	1	-1.0	decrease	0.973750604	0.9736530115	2	2.0	8.013560830860534	0.9718639565544818	0.121077829830582	1.0007201221865392e-15	0.2362499982118606	0.4724999964237212	True	False	False	0.0833333333333333	0.2296028579981681	0.02860463708097096	1.8963245238161237	True	False
BRD-K08703257	3-amino-benzamide	CASP2	-0.3077999949455261	-0.3077999949455261	1	-1.0	decrease	0.980530944	0.928077414	2	2.0	4.934071661237785	1.0	0.2237099077513556	7.819228086089452e-06	0.3077999949455261	0.6155999898910522	True	False	False	0.0833333333333333	0.3077999949455261	0.06885790847513137	1.3758889717465406	True	False
BRD-K08703257	3-amino-benzamide	PICALM	-0.2469500005245208	-0.2469500005245208	1	-1.0	decrease	0.941694681	0.929841757	2	2.0	4.090147208121828	0.9858096206963995	0.2421713500298872	4.686983137973752e-05	0.2469500005245208	0.4939000010490416	True	False	False	0.0833333333333333	0.2434456863480535	0.059804215016904555	1.0052621266636579	True	False
BRD-K08703257	3-amino-benzamide	CASS4	-0.1032999753952026	-0.1032999753952026	1	-1.0	decrease	0.983409927	0.97844285	2	2.0	6.8278888888888885	0.8164001879109127	0.1148251666029847	1.1609236659320596e-12	0.1032999753952026	0.2065999507904052	True	False	False	0.0833333333333333	0.08433411932383605	0.011861436884838358	0.7344567555945869	True	False
BRD-K08703257	3-amino-benzamide	EPHA1	-0.3959499895572662	-0.3959499895572662	1	1.0	increase	0.857755717	0.857755717	1	1.0	3.7814961832061065	-0.277405633275953	0.118801038386382	0.019541130467517	-0.3959499895572662	-0.3959499895572662	False	False	True	0.0416666666666666	-0.10983875759874041	0.04703926990848033	-0.9245605854176698	False	False
BRD-K08703257	3-amino-benzamide	RHOH	0.618399977684021	0.618399977684021	1	-1.0	decrease	0.872358023	0.872358023	1	1.0	4.324598917846089	0.7979161671425768	0.2544505355019307	0.001713626659781	-0.618399977684021	-0.618399977684021	False	False	True	0.0416666666666666	-0.4934313399546891	0.15735220547608114	-1.939203385763537	False	False
BRD-K08703257	3-amino-benzamide	PSMC3	-1.0459500551223757	-1.0459500551223757	1	1.0	increase	0.827476962	0.827476962	1	1.0	2.202657142857143	-0.6192485162211612	0.3088438194030099	0.0449572810782776	-1.0459500551223757	-1.0459500551223757	False	False	True	0.0416666666666666	-0.6477030196759729	0.32303520992878326	-2.0971862766364318	False	False
BRD-K08703257	3-amino-benzamide	RABEP1	0.4239999949932098	0.4239999949932098	1	-1.0	decrease	0.971720589	0.906779892	2	2.0	5.771982942430704	0.7555586841493029	0.1376531430306971	4.045385255710982e-08	-0.4239999949932098	-0.8479999899864196	False	False	True	0.0833333333333333	-0.3203568782963806	0.05836493195581516	-2.3272761612492934	False	False
BRD-K08703257	3-amino-benzamide	USP6NL	0.3779499530792236	0.3779499530792236	1	-1.0	decrease	0.986739805	0.984928451	2	2.0	5.991691842900303	0.9291301181013883	0.1499155980473011	5.72985423972819e-10	-0.3779499530792236	-0.7558999061584472	False	False	True	0.0833333333333333	-0.3511646845409132	0.05666059324782119	-2.342415926794451	False	False
BRD-K08703257	3-amino-benzamide	GSTK1	-0.7698999643325806	-0.7698999643325806	1	1.0	increase	0.857402737	0.857402737	1	1.0	5.481558935361216	-0.4262663954299771	0.1026084942460725	3.262858661820401e-05	-0.7698999643325806	-0.7698999643325806	False	False	True	0.0416666666666666	-0.32818248263771704	0.07899827606027102	-3.198394879966565	False	False
