pert_id	pert_iname	gene_name	mean_z	median_z	n_signatures	observed_release
BRD-K02526760	QS-11	USP6NL	-0.3680999875068664	-0.3680999875068664	1	CMap2020
BRD-K02526760	QS-11	ZYX	0.2124499976634979	0.2124499976634979	1	CMap2020
BRD-K14870255	R-428	BIN1	-0.2150244594862063	-0.1590214017778635	12	CMap2020
BRD-K14870255	R-428	CASP2	0.744840320199728	0.5246957391500473	12	CMap2020
BRD-K14870255	R-428	CASS4	0.0646917819976806	0.1081030815839767	12	CMap2020
BRD-K14870255	R-428	CTSH	0.2948457176486651	0.2450965642929077	12	CMap2020
BRD-K14870255	R-428	EPHA1	0.2889682998259862	0.3379000127315521	12	CMap2020
BRD-K14870255	R-428	GSTK1	-0.0718221167723337	0.1753325164318084	12	CMap2020
BRD-K14870255	R-428	PICALM	-0.1380853765100861	0.0626000014599412	12	CMap2020
BRD-K14870255	R-428	PLEKHA1	-0.1916852196057637	-0.2654452621936798	12	CMap2020
BRD-K14870255	R-428	PSMC3	-0.1263880701735615	-2.2931024432182312e-05	12	CMap2020
BRD-K14870255	R-428	RABEP1	0.2967872805893421	0.2102811783552169	12	CMap2020
BRD-K14870255	R-428	RHOH	0.1050081333766381	0.0306142531335353	12	CMap2020
BRD-K14870255	R-428	USP6NL	0.344846432407697	0.3656833246350288	12	CMap2020
BRD-K14870255	R-428	ZYX	0.099201500415802	0.1722201034426689	12	CMap2020
BRD-K52233191	R-547	BIN1	0.1720583538214365	0.0417250096797943	6	CMap2020
BRD-K52233191	R-547	CASP2	-2.1140832528471947	-1.2454499900341034	6	CMap2020
BRD-K52233191	R-547	CASS4	1.439425066113472	0.8695999979972839	6	CMap2020
BRD-K52233191	R-547	CTSH	0.7926166554292043	0.4536250084638595	6	CMap2020
BRD-K52233191	R-547	EPHA1	1.219900021950404	1.0912500023841858	6	CMap2020
BRD-K52233191	R-547	GSTK1	1.1808083554108937	1.2783249616622925	6	CMap2020
BRD-K52233191	R-547	PICALM	-0.601741669078668	-0.4957749843597412	6	CMap2020
BRD-K52233191	R-547	PLEKHA1	0.4332000017166137	0.1067250072956085	6	CMap2020
BRD-K52233191	R-547	PSMC3	0.2455333322286605	0.3269250243902206	6	CMap2020
BRD-K52233191	R-547	RABEP1	0.6129916608333588	0.3264749944210052	6	CMap2020
BRD-K52233191	R-547	RHOH	-0.6448833147684733	-0.6876499950885773	6	CMap2020
BRD-K52233191	R-547	USP6NL	-0.1566833357016245	-0.7028000056743622	6	CMap2020
BRD-K52233191	R-547	ZYX	2.178175061941147	1.477300047874451	6	CMap2020
BRD-K93123848	RAF-265	BIN1	0.1300194362799326	-0.1100499927997589	18	CMap2020
BRD-K93123848	RAF-265	CASP2	0.1226166574180954	0.3307749852538109	18	CMap2020
BRD-K93123848	RAF-265	CASS4	0.0205999968780411	-0.0493749976158142	18	CMap2020
BRD-K93123848	RAF-265	CTSH	0.2466888982388708	0.2531250119209289	18	CMap2020
BRD-K93123848	RAF-265	EPHA1	0.1916916639440589	0.0445749908685684	18	CMap2020
BRD-K93123848	RAF-265	GSTK1	-0.0387027843130959	0.0424499996006488	18	CMap2020
BRD-K93123848	RAF-265	PICALM	-0.1636666655540466	-0.3559499979019165	18	CMap2020
BRD-K93123848	RAF-265	PLEKHA1	-0.1746611102587646	-0.1056250035762786	18	CMap2020
BRD-K93123848	RAF-265	PSMC3	-0.0298249994715054	0.058474987745285	18	CMap2020
BRD-K93123848	RAF-265	RABEP1	0.236741660369767	0.4869750142097473	18	CMap2020
BRD-K93123848	RAF-265	RHOH	0.0697666597035196	-0.0001500099897384	18	CMap2020
BRD-K93123848	RAF-265	USP6NL	-0.2806666758325364	-0.2597250044345855	18	CMap2020
BRD-K93123848	RAF-265	ZYX	0.1230416662163204	-0.0097000002861022	18	CMap2020
BRD-A68281735	REV-5901	BIN1	0.077395835891366	0.2012750059366226	12	CMap2020
BRD-A68281735	REV-5901	CASP2	0.7606625022987524	-0.0094499960541725	12	CMap2020
BRD-A68281735	REV-5901	CASS4	-0.0009416680162151	-0.1171500049531459	12	CMap2020
BRD-A68281735	REV-5901	CTSH	-0.1211250089108944	-0.1499500051140785	12	CMap2020
BRD-A68281735	REV-5901	EPHA1	-0.0467916602889696	-0.0983999967575073	12	CMap2020
BRD-A68281735	REV-5901	GSTK1	-0.269595834116141	-0.2036999985575676	12	CMap2020
BRD-A68281735	REV-5901	PICALM	-0.2454791714747747	-0.1878500133752823	12	CMap2020
BRD-A68281735	REV-5901	PLEKHA1	0.4123541737596194	0.5983500182628632	12	CMap2020
BRD-A68281735	REV-5901	PSMC3	0.2542499930908282	0.1699999943375587	12	CMap2020
BRD-A68281735	REV-5901	RABEP1	0.0531583453218142	0.491550013422966	12	CMap2020
BRD-A68281735	REV-5901	RHOH	-0.2485374994575977	-0.1441999971866607	12	CMap2020
BRD-A68281735	REV-5901	USP6NL	0.1528083340575297	-0.0557000003755092	12	CMap2020
BRD-A68281735	REV-5901	ZYX	-0.176308328906695	-0.3684749752283096	12	CMap2020
BRD-K89391146	RG-108	BIN1	-0.5042748408658164	-0.4268608689308166	7	CMap2020
BRD-K89391146	RG-108	CASP2	0.2059318742581776	0.1747559309005737	7	CMap2020
BRD-K89391146	RG-108	CASS4	-0.2467230728694371	-0.4995999932289123	7	CMap2020
BRD-K89391146	RG-108	CTSH	-0.2464946614844458	-0.2437335699796676	7	CMap2020
BRD-K89391146	RG-108	EPHA1	0.1215351378279072	0.0993473455309867	7	CMap2020
BRD-K89391146	RG-108	GSTK1	0.391863047012261	0.4327000081539154	7	CMap2020
BRD-K89391146	RG-108	PICALM	0.3435107746294566	0.4070582091808319	7	CMap2020
BRD-K89391146	RG-108	PLEKHA1	-0.2672444113663265	-0.3843334019184112	7	CMap2020
BRD-K89391146	RG-108	PSMC3	0.3695149304611342	0.3416639268398285	7	CMap2020
BRD-K89391146	RG-108	RABEP1	0.4548673778772354	0.4536097645759582	7	CMap2020
BRD-K89391146	RG-108	RHOH	-0.2793109736272267	-0.2523276507854461	7	CMap2020
BRD-K89391146	RG-108	USP6NL	0.1650322888578687	-0.3193698525428772	7	CMap2020
BRD-K89391146	RG-108	ZYX	0.2618856632283756	0.0717693492770195	7	CMap2020
BRD-K02389548	RG-2833	BIN1	0.6700530350208282	0.870653361082077	6	CMap2020
BRD-K02389548	RG-2833	CASP2	-0.973394145568212	-0.5260305106639862	6	CMap2020
BRD-K02389548	RG-2833	CASS4	-0.2877817501624425	-0.3302431106567383	6	CMap2020
BRD-K02389548	RG-2833	CTSH	1.003808081150055	1.2160138487815857	6	CMap2020
BRD-K02389548	RG-2833	EPHA1	-0.0836497011284033	-0.1330738700926304	6	CMap2020
BRD-K02389548	RG-2833	GSTK1	0.0864112774531046	0.0918943285942077	6	CMap2020
BRD-K02389548	RG-2833	PICALM	0.0798990701635678	0.0751436725258827	6	CMap2020
BRD-K02389548	RG-2833	PLEKHA1	0.4147118975718816	0.6735257357358932	6	CMap2020
BRD-K02389548	RG-2833	PSMC3	-0.3444018786152203	-0.2543866112828254	6	CMap2020
BRD-K02389548	RG-2833	RABEP1	-1.2337706747154396	-1.1307737827301023	6	CMap2020
BRD-K02389548	RG-2833	RHOH	-0.4481404920419057	-0.4055185765028	6	CMap2020
BRD-K02389548	RG-2833	USP6NL	-0.4739899933338165	-0.2166358530521392	6	CMap2020
BRD-K02389548	RG-2833	ZYX	0.5847589472929636	0.6435603201389313	6	CMap2020
BRD-K62627508	RG-7388	BIN1	-0.1140333289901415	0.0235500037670135	12	CMap2020
BRD-K62627508	RG-7388	CASP2	0.4722708252569039	0.1757249981164932	12	CMap2020
BRD-K62627508	RG-7388	CASS4	-0.2751250006258487	-0.2638999968767166	12	CMap2020
BRD-K62627508	RG-7388	CTSH	-0.1301458291709423	0.1052750051021575	12	CMap2020
BRD-K62627508	RG-7388	EPHA1	-0.06962917248408	-0.1326249837875366	12	CMap2020
BRD-K62627508	RG-7388	GSTK1	0.3586291621128718	0.19097501039505	12	CMap2020
BRD-K62627508	RG-7388	PICALM	-0.010516669601202	-0.1768500134348869	12	CMap2020
BRD-K62627508	RG-7388	PLEKHA1	0.0796125071744124	-0.0548999905586242	12	CMap2020
BRD-K62627508	RG-7388	PSMC3	0.2293458307782808	0.0925000011920929	12	CMap2020
BRD-K62627508	RG-7388	RABEP1	-0.0219416751836737	-0.0968249943107366	12	CMap2020
BRD-K62627508	RG-7388	RHOH	0.3889666733642419	0.3818250000476837	12	CMap2020
BRD-K62627508	RG-7388	USP6NL	0.1250458322465419	0.3274499997496605	12	CMap2020
BRD-K62627508	RG-7388	ZYX	0.1600333315630754	0.3681499883532524	12	CMap2020
BRD-K00317371	RITA	BIN1	-1.597100019454956	-1.597100019454956	1	CMap2020
BRD-K00317371	RITA	CASP2	1.0800000429153442	1.0800000429153442	1	CMap2020
BRD-K00317371	RITA	CASS4	0.4902999997138977	0.4902999997138977	1	CMap2020
BRD-K00317371	RITA	CTSH	-0.6503000259399414	-0.6503000259399414	1	CMap2020
BRD-K00317371	RITA	EPHA1	-1.0501999855041504	-1.0501999855041504	1	CMap2020
BRD-K00317371	RITA	GSTK1	-0.4363000094890594	-0.4363000094890594	1	CMap2020
BRD-K00317371	RITA	PICALM	0.6287999749183655	0.6287999749183655	1	CMap2020
BRD-K00317371	RITA	PLEKHA1	-0.6245999932289124	-0.6245999932289124	1	CMap2020
BRD-K00317371	RITA	PSMC3	-0.4596999883651733	-0.4596999883651733	1	CMap2020
BRD-K00317371	RITA	RABEP1	-0.3558000028133392	-0.3558000028133392	1	CMap2020
BRD-K00317371	RITA	RHOH	-0.0926999971270561	-0.0926999971270561	1	CMap2020
BRD-K00317371	RITA	USP6NL	-0.8532000184059143	-0.8532000184059143	1	CMap2020
BRD-K00317371	RITA	ZYX	0.3411999940872192	0.3411999940872192	1	CMap2020
BRD-K10916705	RN-486	BIN1	-0.1808820936609717	0.0976843833923339	17	CMap2020
BRD-K10916705	RN-486	CASP2	-0.4177846926100114	-0.0338796973228454	17	CMap2020
BRD-K10916705	RN-486	CASS4	-0.0708368876401115	-0.1916953027248382	17	CMap2020
BRD-K10916705	RN-486	CTSH	-0.4029148330583292	-0.2831091582775116	17	CMap2020
BRD-K10916705	RN-486	EPHA1	0.0986210440340287	0.0037421798333525	17	CMap2020
BRD-K10916705	RN-486	GSTK1	-0.1970031526597107	0.0283769816160202	17	CMap2020
BRD-K10916705	RN-486	PICALM	-0.3746777194387772	-0.2633657455444336	17	CMap2020
BRD-K10916705	RN-486	PLEKHA1	-0.0222584583303507	-0.4586178660392761	17	CMap2020
BRD-K10916705	RN-486	PSMC3	0.4719387135084937	0.3629883825778961	17	CMap2020
BRD-K10916705	RN-486	RABEP1	-0.0885624280747245	-0.4666343927383423	17	CMap2020
BRD-K10916705	RN-486	RHOH	0.2934066583128536	0.1559464633464813	17	CMap2020
BRD-K10916705	RN-486	USP6NL	-0.688041106742971	-0.5409517288208008	17	CMap2020
BRD-K10916705	RN-486	ZYX	0.0509243837612516	-0.0133818686008453	17	CMap2020
BRD-K90825648	RS-127445	BIN1	0.1905999990801016	0.1489500030875206	12	CMap2020
BRD-K90825648	RS-127445	CASP2	0.5488208209474882	-0.0978250056505203	12	CMap2020
BRD-K90825648	RS-127445	CASS4	0.2184124973913034	0.2454749941825866	12	CMap2020
BRD-K90825648	RS-127445	CTSH	-0.0688916717966397	-0.1168000102043151	12	CMap2020
BRD-K90825648	RS-127445	EPHA1	0.4053541645407676	0.209599994122982	12	CMap2020
BRD-K90825648	RS-127445	GSTK1	-0.1510499902069568	0.0076500102877616	12	CMap2020
BRD-K90825648	RS-127445	PICALM	0.0536625087261199	-0.0301000028848648	12	CMap2020
BRD-K90825648	RS-127445	PLEKHA1	0.1864083285133043	0.0751500129699707	12	CMap2020
BRD-K90825648	RS-127445	PSMC3	0.0990791736791531	0.1711499951779842	12	CMap2020
BRD-K90825648	RS-127445	RABEP1	0.371104169016083	0.0913500152528286	12	CMap2020
BRD-K90825648	RS-127445	RHOH	-0.1291125093897183	0.1851999908685684	12	CMap2020
BRD-K90825648	RS-127445	USP6NL	-0.7198083512485027	-0.4560999944806099	12	CMap2020
BRD-K90825648	RS-127445	ZYX	-0.2978250061472257	-0.208075001835823	12	CMap2020
BRD-K01868942	RS-23597-190	BIN1	-1.1693000793457031	-1.1693000793457031	1	CMap2020
BRD-K01868942	RS-23597-190	CASP2	-0.0701999962329864	-0.0701999962329864	1	CMap2020
BRD-K01868942	RS-23597-190	CASS4	1.1847000122070312	1.1847000122070312	1	CMap2020
BRD-K01868942	RS-23597-190	CTSH	1.2166000604629517	1.2166000604629517	1	CMap2020
BRD-K01868942	RS-23597-190	EPHA1	0.5406500101089478	0.5406500101089478	1	CMap2020
BRD-K01868942	RS-23597-190	GSTK1	-0.0784500241279602	-0.0784500241279602	1	CMap2020
BRD-K01868942	RS-23597-190	PICALM	-1.9111499786376955	-1.9111499786376955	1	CMap2020
BRD-K01868942	RS-23597-190	PLEKHA1	0.7727999687194824	0.7727999687194824	1	CMap2020
BRD-K01868942	RS-23597-190	PSMC3	0.8095999956130981	0.8095999956130981	1	CMap2020
BRD-K01868942	RS-23597-190	RABEP1	0.7279999852180481	0.7279999852180481	1	CMap2020
BRD-K01868942	RS-23597-190	RHOH	0.5841500163078308	0.5841500163078308	1	CMap2020
BRD-K01868942	RS-23597-190	USP6NL	0.4357999861240387	0.4357999861240387	1	CMap2020
BRD-K01868942	RS-23597-190	ZYX	-1.611899971961975	-1.611899971961975	1	CMap2020
BRD-K62762455	RU-58841	BIN1	-0.0886791643376151	-0.0781500022858381	12	CMap2020
BRD-K62762455	RU-58841	CASP2	-0.3134541617085536	0.018300000578165	12	CMap2020
BRD-K62762455	RU-58841	CASS4	0.0378750051992634	0.2080250047147274	12	CMap2020
BRD-K62762455	RU-58841	CTSH	0.1974541569749514	0.3500000089406967	12	CMap2020
BRD-K62762455	RU-58841	EPHA1	0.0590000034620364	-0.0924249961972236	12	CMap2020
BRD-K62762455	RU-58841	GSTK1	-0.1582708309094111	0.1125999987125396	12	CMap2020
BRD-K62762455	RU-58841	PICALM	-0.0490291658788919	-0.1887999959290027	12	CMap2020
BRD-K62762455	RU-58841	PLEKHA1	0.1184291609873374	0.3504000008106231	12	CMap2020
BRD-K62762455	RU-58841	PSMC3	-0.008562502451241	-0.0466250013560056	12	CMap2020
BRD-K62762455	RU-58841	RABEP1	1.0980541820948322	1.2472750544548037	12	CMap2020
BRD-K62762455	RU-58841	RHOH	0.0922875003889203	0.1770749986171722	12	CMap2020
BRD-K62762455	RU-58841	USP6NL	-0.417141679674387	-0.0993999987840652	12	CMap2020
BRD-K62762455	RU-58841	ZYX	-0.0582416616380214	0.058349996805191	12	CMap2020
BRD-K21672174	Ro-28-1675	BIN1	0.7553999423980713	0.7553999423980713	1	CMap2020
BRD-K21672174	Ro-28-1675	CASP2	3.652999877929688	3.652999877929688	1	CMap2020
BRD-K21672174	Ro-28-1675	CASS4	5.813050270080566	5.813050270080566	1	CMap2020
BRD-K21672174	Ro-28-1675	CTSH	0.8259499669075012	0.8259499669075012	1	CMap2020
BRD-K21672174	Ro-28-1675	EPHA1	2.59089994430542	2.59089994430542	1	CMap2020
BRD-K21672174	Ro-28-1675	GSTK1	-0.9224499464035034	-0.9224499464035034	1	CMap2020
BRD-K21672174	Ro-28-1675	PICALM	0.4529500007629394	0.4529500007629394	1	CMap2020
BRD-K21672174	Ro-28-1675	PLEKHA1	-4.53849983215332	-4.53849983215332	1	CMap2020
BRD-K21672174	Ro-28-1675	PSMC3	-3.627249956130981	-3.627249956130981	1	CMap2020
BRD-K21672174	Ro-28-1675	RABEP1	5.184299945831299	5.184299945831299	1	CMap2020
BRD-K21672174	Ro-28-1675	RHOH	0.993399977684021	0.993399977684021	1	CMap2020
BRD-K21672174	Ro-28-1675	USP6NL	-0.9102500081062316	-0.9102500081062316	1	CMap2020
BRD-K21672174	Ro-28-1675	ZYX	-2.8239002227783203	-2.8239002227783203	1	CMap2020
BRD-K64538373	Ro-4987655	BIN1	1.306741660150389	1.2661999464035034	12	CMap2020
BRD-K64538373	Ro-4987655	CASP2	-1.3459833239515622	-1.371625006198883	12	CMap2020
BRD-K64538373	Ro-4987655	CASS4	0.5835583309332529	0.7659499943256378	12	CMap2020
BRD-K64538373	Ro-4987655	CTSH	0.7793291956186295	1.0074249804019928	12	CMap2020
BRD-K64538373	Ro-4987655	EPHA1	0.3679916535814603	0.4619249999523163	12	CMap2020
BRD-K64538373	Ro-4987655	GSTK1	2.4696958487232528	2.7569750547409058	12	CMap2020
BRD-K64538373	Ro-4987655	PICALM	-0.2267833352088928	-0.2531249821186065	12	CMap2020
BRD-K64538373	Ro-4987655	PLEKHA1	1.0141958345969515	0.9562000334262848	12	CMap2020
BRD-K64538373	Ro-4987655	PSMC3	-1.3799416596690814	-1.3648750185966492	12	CMap2020
BRD-K64538373	Ro-4987655	RABEP1	0.3548916578292846	0.1039749979972839	12	CMap2020
BRD-K64538373	Ro-4987655	RHOH	-0.3520291646321614	-0.3520250022411346	12	CMap2020
BRD-K64538373	Ro-4987655	USP6NL	0.7081208229064941	0.4281499832868576	12	CMap2020
BRD-K64538373	Ro-4987655	ZYX	1.0820125316580136	1.0051249861717224	12	CMap2020
BRD-K02501528	S-18986	BIN1	0.4448527718583743	0.6231888979673386	6	CMap2020
BRD-K02501528	S-18986	CASP2	0.4366297995050748	0.2899922728538513	6	CMap2020
BRD-K02501528	S-18986	CASS4	-0.0166833500067393	-0.3843515813350677	6	CMap2020
BRD-K02501528	S-18986	CTSH	-0.2069725568095843	-0.2085209786891937	6	CMap2020
BRD-K02501528	S-18986	EPHA1	-0.1865192999442418	-0.364759013056755	6	CMap2020
BRD-K02501528	S-18986	GSTK1	0.3739472677310307	0.3497550636529922	6	CMap2020
BRD-K02501528	S-18986	PICALM	0.3363504111766815	0.3384904637932777	6	CMap2020
BRD-K02501528	S-18986	PLEKHA1	-0.0029739029705524	0.0714973025023937	6	CMap2020
BRD-K02501528	S-18986	PSMC3	-0.336093424508969	-0.4682873450219631	6	CMap2020
BRD-K02501528	S-18986	RABEP1	-0.1292249212662378	-0.1807203218340873	6	CMap2020
BRD-K02501528	S-18986	RHOH	0.6711913347244263	0.807742714881897	6	CMap2020
BRD-K02501528	S-18986	USP6NL	0.4796922206878662	0.4678139686584472	6	CMap2020
BRD-K02501528	S-18986	ZYX	-0.1321806286772092	-0.0009700432419776	6	CMap2020
BRD-K75308783	SAR-245409	BIN1	0.1108889157573382	0.0925948247313499	6	CMap2020
BRD-K75308783	SAR-245409	CASP2	0.21041901409626	0.3130519762635231	6	CMap2020
BRD-K75308783	SAR-245409	CASS4	-0.609691341718038	-0.6538848578929901	6	CMap2020
BRD-K75308783	SAR-245409	CTSH	0.0787980283300082	0.0994935296475887	6	CMap2020
BRD-K75308783	SAR-245409	EPHA1	-0.3593060076236725	-0.2499754875898361	6	CMap2020
BRD-K75308783	SAR-245409	GSTK1	-0.1405682452023029	-0.0649429559707641	6	CMap2020
BRD-K75308783	SAR-245409	PICALM	0.0312612727284431	0.2749803140759468	6	CMap2020
BRD-K75308783	SAR-245409	PLEKHA1	-0.1569977365434169	-0.0563723780214786	6	CMap2020
BRD-K75308783	SAR-245409	PSMC3	-0.1859512527783711	-0.4442441463470459	6	CMap2020
BRD-K75308783	SAR-245409	RABEP1	-0.5015314730505148	-0.4655627459287643	6	CMap2020
BRD-K75308783	SAR-245409	RHOH	0.0950035428007443	0.1544315069913864	6	CMap2020
BRD-K75308783	SAR-245409	USP6NL	0.8425791636109352	0.4680339619517326	6	CMap2020
BRD-K75308783	SAR-245409	ZYX	0.0740100741386413	-0.0512087494134902	6	CMap2020
BRD-A37704979	SB-203580	BIN1	0.1628666520118713	0.0064750015735626	6	CMap2020
BRD-A37704979	SB-203580	CASP2	0.104858323931694	0.0817999839782714	6	CMap2020
BRD-A37704979	SB-203580	CASS4	0.4275750045975049	0.1679500043392181	6	CMap2020
BRD-A37704979	SB-203580	CTSH	-0.0611749986807505	0.1956750005483627	6	CMap2020
BRD-A37704979	SB-203580	EPHA1	-0.3127749959627787	-0.6142749786376953	6	CMap2020
BRD-A37704979	SB-203580	GSTK1	-0.3520999985436598	-0.52309999614954	6	CMap2020
BRD-A37704979	SB-203580	PICALM	-0.7783833537250757	-0.7361000180244446	6	CMap2020
BRD-A37704979	SB-203580	PLEKHA1	-0.2755416631698608	-0.1862750053405761	6	CMap2020
BRD-A37704979	SB-203580	PSMC3	0.2269999956091245	0.3324250057339668	6	CMap2020
BRD-A37704979	SB-203580	RABEP1	0.2236583282550176	0.4456750005483627	6	CMap2020
BRD-A37704979	SB-203580	RHOH	0.1161416694521904	0.0960249975323677	6	CMap2020
BRD-A37704979	SB-203580	USP6NL	-0.6264083236455917	-0.6414500176906586	6	CMap2020
BRD-A37704979	SB-203580	ZYX	-0.3173750042915344	-0.6069499850273132	6	CMap2020
BRD-K59184148	SB-216763	BIN1	0.3441426775285175	0.5154809951782227	7	CMap2020
BRD-K59184148	SB-216763	CASP2	0.9419582379715784	0.624505877494812	7	CMap2020
BRD-K59184148	SB-216763	CASS4	0.3552148086684091	-0.3505488634109497	7	CMap2020
BRD-K59184148	SB-216763	CTSH	-0.5700391637427467	-0.7152182459831238	7	CMap2020
BRD-K59184148	SB-216763	EPHA1	-0.009074113198689	-0.2800000011920929	7	CMap2020
BRD-K59184148	SB-216763	GSTK1	-0.484176333461489	-0.4408155083656311	7	CMap2020
BRD-K59184148	SB-216763	PICALM	0.2710341960191726	0.2030999958515167	7	CMap2020
BRD-K59184148	SB-216763	PLEKHA1	-0.2582760357431003	-0.4716647863388061	7	CMap2020
BRD-K59184148	SB-216763	PSMC3	0.0580749043396541	-0.1833894252777099	7	CMap2020
BRD-K59184148	SB-216763	RABEP1	0.0804878537143979	-0.0142038315534591	7	CMap2020
BRD-K59184148	SB-216763	RHOH	0.1739980993526322	-0.0746844187378883	7	CMap2020
BRD-K59184148	SB-216763	USP6NL	0.4075586072036198	0.2058016061782837	7	CMap2020
BRD-K59184148	SB-216763	ZYX	-0.732986820595605	-0.3073269128799438	7	CMap2020
BRD-K61323504	SB-225002	BIN1	1.110100030899048	1.110100030899048	1	CMap2020
BRD-K61323504	SB-225002	CASP2	-0.7392500042915344	-0.7392500042915344	1	CMap2020
BRD-K61323504	SB-225002	CASS4	-0.1234000027179718	-0.1234000027179718	1	CMap2020
BRD-K61323504	SB-225002	CTSH	-0.9460999965667723	-0.9460999965667723	1	CMap2020
BRD-K61323504	SB-225002	EPHA1	-0.7860000133514404	-0.7860000133514404	1	CMap2020
BRD-K61323504	SB-225002	GSTK1	0.1066000014543533	0.1066000014543533	1	CMap2020
BRD-K61323504	SB-225002	PICALM	0.5018500089645386	0.5018500089645386	1	CMap2020
BRD-K61323504	SB-225002	PLEKHA1	1.538599967956543	1.538599967956543	1	CMap2020
BRD-K61323504	SB-225002	PSMC3	-1.2799500226974487	-1.2799500226974487	1	CMap2020
BRD-K61323504	SB-225002	RABEP1	-1.2144999504089355	-1.2144999504089355	1	CMap2020
BRD-K61323504	SB-225002	RHOH	0.2746500074863434	0.2746500074863434	1	CMap2020
BRD-K61323504	SB-225002	USP6NL	-0.4196500182151794	-0.4196500182151794	1	CMap2020
BRD-K61323504	SB-225002	ZYX	1.053699970245361	1.053699970245361	1	CMap2020
BRD-K98795921	SB-2343	BIN1	-0.2104784937368499	-0.3981010764837265	18	CMap2020
BRD-K98795921	SB-2343	CASP2	-0.0110866953101423	-0.0872514396905899	18	CMap2020
BRD-K98795921	SB-2343	CASS4	0.5323174695173899	0.4910249561071396	18	CMap2020
BRD-K98795921	SB-2343	CTSH	0.2710739158921771	0.2430281639099121	18	CMap2020
BRD-K98795921	SB-2343	EPHA1	0.3698887543545829	0.0362358018755912	18	CMap2020
BRD-K98795921	SB-2343	GSTK1	0.5953006736106343	0.4860069453716278	18	CMap2020
BRD-K98795921	SB-2343	PICALM	0.2916903222600619	0.2484140694141388	18	CMap2020
BRD-K98795921	SB-2343	PLEKHA1	0.6049289856519964	0.370157703757286	18	CMap2020
BRD-K98795921	SB-2343	PSMC3	-0.6898580400480164	-0.4061701893806457	18	CMap2020
BRD-K98795921	SB-2343	RABEP1	0.2723086124493016	0.2265605926513672	18	CMap2020
BRD-K98795921	SB-2343	RHOH	0.34941851761606	0.4248695075511932	18	CMap2020
BRD-K98795921	SB-2343	USP6NL	0.5037715708216032	0.5254366844892502	18	CMap2020
BRD-K98795921	SB-2343	ZYX	0.4197773229744699	0.0265396609902381	18	CMap2020
BRD-K98143437	SB-239063	BIN1	0.2993083298206329	0.1866749972105026	6	CMap2020
BRD-K98143437	SB-239063	CASP2	-0.0400500086446603	-0.1241999976336956	6	CMap2020
BRD-K98143437	SB-239063	CASS4	0.046024998029073	-0.163574993610382	6	CMap2020
BRD-K98143437	SB-239063	CTSH	-0.0274083415667216	0.0094749927520751	6	CMap2020
BRD-K98143437	SB-239063	EPHA1	-0.3119500068326791	-0.3807249963283539	6	CMap2020
BRD-K98143437	SB-239063	GSTK1	0.0763333290815353	0.2777999937534332	6	CMap2020
BRD-K98143437	SB-239063	PICALM	0.3908083389202754	0.3850500136613846	6	CMap2020
BRD-K98143437	SB-239063	PLEKHA1	-0.8070000062386194	-0.8201750218868256	6	CMap2020
BRD-K98143437	SB-239063	PSMC3	0.1861749937136968	0.302524983882904	6	CMap2020
BRD-K98143437	SB-239063	RABEP1	-0.5743666738271713	-0.5874000191688538	6	CMap2020
BRD-K98143437	SB-239063	RHOH	-0.0011583392818768	0.2708750292658806	6	CMap2020
BRD-K98143437	SB-239063	USP6NL	-0.7092833419640859	-1.0520249903202057	6	CMap2020
BRD-K98143437	SB-239063	ZYX	-0.0241500039895375	0.4271000027656555	6	CMap2020
BRD-K82467063	SB-271046	BIN1	-0.1394074509541193	-0.2378926426172256	6	CMap2020
BRD-K82467063	SB-271046	CASP2	-0.4114086553454399	-0.1885734871029853	6	CMap2020
BRD-K82467063	SB-271046	CASS4	0.5039700046181679	0.386672630906105	6	CMap2020
BRD-K82467063	SB-271046	CTSH	-0.5200449575980505	-0.6474277377128601	6	CMap2020
BRD-K82467063	SB-271046	EPHA1	0.0891754354039828	-0.0317685008049011	6	CMap2020
BRD-K82467063	SB-271046	GSTK1	-0.027187260488669	0.0263592004776	6	CMap2020
BRD-K82467063	SB-271046	PICALM	-0.1827732678502798	-0.1599125452339649	6	CMap2020
BRD-K82467063	SB-271046	PLEKHA1	0.3703931818405787	0.3450672924518585	6	CMap2020
BRD-K82467063	SB-271046	PSMC3	-0.227231465280056	-0.1384381279349327	6	CMap2020
BRD-K82467063	SB-271046	RABEP1	0.6097304672002792	0.6422868072986603	6	CMap2020
BRD-K82467063	SB-271046	RHOH	-0.3411458507180214	-0.0851446166634559	6	CMap2020
BRD-K82467063	SB-271046	USP6NL	0.2285685166716575	0.4753610789775848	6	CMap2020
BRD-K82467063	SB-271046	ZYX	-0.140131284793218	-0.0673230737447738	6	CMap2020
BRD-K37720887	SB-525334	BIN1	0.2383801986773809	0.0894822627305984	6	CMap2020
BRD-K37720887	SB-525334	CASP2	0.1939956160883108	0.0340442769229412	6	CMap2020
BRD-K37720887	SB-525334	CASS4	0.0329145876069863	-0.010289330035448	6	CMap2020
BRD-K37720887	SB-525334	CTSH	-0.4874018828074137	-0.5232682526111603	6	CMap2020
BRD-K37720887	SB-525334	EPHA1	-0.0897671282291412	-0.1087161153554916	6	CMap2020
BRD-K37720887	SB-525334	GSTK1	-0.308749442299207	-0.5774932503700256	6	CMap2020
BRD-K37720887	SB-525334	PICALM	0.0786188853283723	0.1170331127941608	6	CMap2020
