pert_id	pert_iname	n_genes	slope	slope_se	slope_z	p_protective	p_two_sided	sum_wx2	protective_slope	minus_log10_p_protective	clinical_phase	moa	target	disease_area	indication	annotation_source	biology_note
BRD-K74236984	UNC-0321	13.0	-0.10428704512220816	0.12416865753458409	-0.8398821988806764	0.2004872197090908	0.4009744394181816	64.85986323427404	0.10428704512220816	0.6979133067681076	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A38030642	cyclosporin-a	13.0	-0.08242308175925525	0.1010979034403346	-0.8152798322657526	0.20745607510849157	0.41491215021698313	97.83983268701242	0.08242308175925525	0.6830738428428971	Launched	calcineurin inhibitor	ABCB11|CAMLG|FPR1|PPIA|PPIF|PPP3CA|PPP3R2|SLC10A1|SLCO1B1|SLCO1B3	rheumatology|dermatology	rheumatoid arthritis|psoriasis	Broad Repurposing Hub	
BRD-K41859756	NVP-AUY922	13.0	-0.022646427820826993	0.02832516329737355	-0.7995162316655341	0.2119955693002302	0.4239911386004604	1246.3934424428699	0.022646427820826993	0.673673215715442	Phase 2	HSP inhibitor	HSP90AA1|HSP90AB1	not annotated		Broad Repurposing Hub	
BRD-K69885235	MW-STK33-100	13.0	-0.17904155295629906	0.2257887187104213	-0.7929605782737248	0.21390039556200593	0.42780079112401187	19.615325615943636	0.17904155295629906	0.6697884122950565	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K46625679	MW-STK33-97	13.0	-0.08900929305559326	0.12236307063873098	-0.7274195767641972	0.23348448275312772	0.46696896550625544	66.78812730502204	0.08900929305559326	0.6317419771048193	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K71799949	carbamazepine	13.0	-0.0387834064724152	0.05459370115725398	-0.7104007541218327	0.23872782783236451	0.47745565566472903	335.5173042617008	0.0387834064724152	0.6220969535545066	Launched	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures	Broad Repurposing Hub	
BRD-K86682249	BRD-K86682249	13.0	-0.03093350056182744	0.05698801802023841	-0.5428070958853471	0.2936313135368478	0.5872626270736956	307.9164521220761	0.03093350056182744	0.5321976320968882	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K81473043	tanespimycin	13.0	-0.026331682295993763	0.05114956394582278	-0.514797786426568	0.30334716617399565	0.6066943323479913	382.2223943090862	0.026331682295993763	0.5180600578181526	Phase 3	HSP inhibitor	HSP90AA1	not annotated		Broad Repurposing Hub	
BRD-K41895714	AS-605240	13.0	-0.006609820824902027	0.015454083562538417	-0.42770707160692534	0.3344322003703727	0.6688644007407454	4187.101488224466	0.006609820824902027	0.47569191373927266	Preclinical/tool	PI3K-gamma inhibitor	PIK3CG	inflammation/immunology		manual: PI3K-gamma inhibitor literature	Interesting for microglia because PI3K-gamma regulates myeloid inflammatory signaling; several strong protective-push genes despite mixed total score.
BRD-A13122391	triptolide	13.0	-0.013356791586940217	0.034557880642914325	-0.3865049400730211	0.3495613723390276	0.6991227446780552	837.3476375478842	0.013356791586940217	0.4564765643295795	Phase 3	XPB/TFIIH inhibitor; broad transcriptional/NF-kB suppressive effects	ERCC3/XPB; TFIIH complex	inflammation/oncology tool compound		manual: XPB/TFIIH target literature	Strong multi-gene protective-direction match and anti-inflammatory biology, but likely toxicity/global transcription effects make it a mechanistic lead rather than a clean therapeutic candidate.
BRD-K53792571	inhibitor-BEC	13.0	-0.013404513496969167	0.04705257360610227	-0.2848837474690381	0.38786660395622863	0.7757332079124573	451.68246871645925	0.013404513496969167	0.41131761236155234	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K45446451	JZL-184	13.0	-0.009375125360731332	0.03495383729573351	-0.2682144819011235	0.3942671141622116	0.7885342283244232	818.4841606301285	0.009375125360731332	0.4042094459384547	Preclinical	monoacylglucerol lipase inhibitor	MGLL	not annotated		Broad Repurposing Hub	
BRD-K54256913	MK-1775	13.0	-0.016887530834448366	0.07814323966009379	-0.21610994000127812	0.4144510258940272	0.8289020517880544	163.76352410372357	0.016887530834448366	0.3825267810137801	Phase 2	WEE1 kinase inhibitor	WEE1	not annotated		Broad Repurposing Hub	
BRD-K08589866	linsitinib	13.0	-0.018433720287681025	0.08962739249668066	-0.20567060777053975	0.41852410964918935	0.8370482192983787	124.48541641192242	0.018433720287681025	0.3782795188272118	Phase 3	IGF-1 inhibitor	IGF1R|INSR|INSRR	not annotated		Broad Repurposing Hub	
BRD-K68065987	MK-2206	13.0	-0.0070793932579958285	0.039339109326570136	-0.17995814799025753	0.42859271239243035	0.8571854247848607	646.1761944107398	0.0070793932579958285	0.36795521778943396	Phase 2	AKT inhibitor	AKT1|AKT2|AKT3	not annotated		Broad Repurposing Hub	
BRD-K73397362	purmorphamine	13.0	-0.012105792971410794	0.10359359022934883	-0.11685851358765953	0.4534860870986767	0.9069721741973534	93.18247270379636	0.012105792971410794	0.3434360325045684	Preclinical	smoothened receptor agonist	SMO	not annotated		Broad Repurposing Hub	
BRD-K98548675	parthenolide	13.0	-0.00495046752024662	0.050266096535382596	-0.09848521889424927	0.4607735042556981	0.9215470085113961	395.7762033914091	0.00495046752024662	0.3365125019945204	Phase 1	NFkB pathway inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-K58550667	FK-866	13.0	0.0013087357606615265	0.059672626986517076	0.021931928033891202	0.5087488719961089	0.9825022560077824	280.8339996901476	-0.0013087357606615265	0.29349654068841113	Phase 2	niacinamide phosphoribosyltransferase inhibitor	NAMPT	not annotated		Broad Repurposing Hub	
BRD-K90382497	GW-843682X	13.0	0.00097367962676105	0.03710611634173312	0.02624040785604814	0.5104672069200435	0.979065586159913	726.2882132454562	-0.00097367962676105	0.29203215232558716	Preclinical	PLK inhibitor	PLK1|PLK3	not annotated		Broad Repurposing Hub	
BRD-K68548958	BRD-K68548958	13.0	0.003306196780191723	0.0548911127104462	0.060231914000944055	0.524014535924383	0.9519709281512342	331.8913478916867	-0.003306196780191723	0.28065666571820086	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K68336408	tyrphostin-AG-1478	13.0	0.007243709852878787	0.05732907594226423	0.12635315908761346	0.5502738107328835	0.899452378534233	304.26368211439586	-0.007243709852878787	0.259421156141866	Preclinical	EGFR inhibitor	EGFR|MAPK14	not annotated		Broad Repurposing Hub	
BRD-K59019422	BRD-K59019422	13.0	0.013322389551965472	0.0763222467484707	0.1745544729031764	0.5692851376996363	0.8614297246007274	171.671304389945	-0.013322389551965472	0.24467015414610355	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K02950022	BMS-299897	13.0	0.013391394364652762	0.06616326600611615	0.2023992340918427	0.5801976864412258	0.8396046271175482	228.43683261867125	-0.013391394364652762	0.23642400729449298	Phase 1	gamma secretase inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-A24054354	BRD-A24054354	13.0	0.016769601645430968	0.06845053351583906	0.2449886185554796	0.5967673780232492	0.8064652439535017	213.42550863004914	-0.016769601645430968	0.22419492536735025	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K40892394	AR-C133057XX	13.0	0.0066609324017829815	0.026157021719689262	0.2546517899921716	0.6005039725867272	0.7989920548265457	1461.5827677739173	-0.0066609324017829815	0.22148411521063754	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K52075040	cerulenin	13.0	0.009692356333616998	0.03680308704956702	0.26335715589736175	0.6038623450434013	0.7922753099131973	738.2976774248611	-0.009692356333616998	0.21906205078533755	Launched	fatty acid synthase inhibitor	FASN	infectious disease	fungal infection	Broad Repurposing Hub	
BRD-A81541225	oligomycin-a	13.0	0.023976347148862535	0.07328268487347096	0.32717615614465845	0.6282326730041019	0.7435346539917962	186.20753689871654	-0.023976347148862535	0.20187948064621422	Preclinical	ATP synthase inhibitor|ATPase inhibitor	ATP5A1	not annotated		Broad Repurposing Hub	
BRD-K41260949	valproic-acid	13.0	0.021792542289251628	0.05343871310189276	0.4078043991759179	0.658291358179228	0.6834172836415439	350.1773226892765	-0.021792542289251628	0.18158184613792183	Launched	benzodiazepine receptor agonist|HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|seizures|seizures	Broad Repurposing Hub	
BRD-K76205745	losartan	13.0	0.01911926931898284	0.03682012213527267	0.5192614312560115	0.6982107773674504	0.6035784452650991	737.614678343271	-0.01911926931898284	0.15601345183365722	Launched	angiotensin receptor antagonist	AGTR1	cardiology|nephrology	hypertension|diabetic nephropathy|hypertension	Broad Repurposing Hub	
BRD-A98248982	BRD-A98248982	13.0	0.02569290705241903	0.046926443685307045	0.547514472324346	0.7079873347516749	0.5840253304966504	454.11381586467405	-0.02569290705241903	0.1499745113733076	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K64451768	GANT-58	13.0	0.026628195226814592	0.047096043229673534	0.5654019616246045	0.7140998046872609	0.5718003906254783	450.8490481468485	-0.026628195226814592	0.14624108570867397	Preclinical	GLI antagonist	GLI1	not annotated		Broad Repurposing Hub	
BRD-A68631409	evodiamine	13.0	0.01656803322575324	0.026540567232180377	0.6242531699045428	0.7337693332797579	0.5324613334404841	1419.6444829915129	-0.01656803322575324	0.1344404428467454	Preclinical	ATPase inhibitor|TRPV agonist	TRPV1	not annotated		Broad Repurposing Hub	
BRD-K12502280	TG-101348	13.0	0.02203916491260943	0.029103706629887195	0.7572631621422736	0.7755538919976485	0.44889221600470314	1180.6016668088087	-0.02203916491260943	0.11038801837392137	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K02407574	parbendazole	13.0	0.05639995124119379	0.07063395720614123	0.7984821107586215	0.7877046148079405	0.424590770384119	200.4347063749991	-0.05639995124119379	0.10363661018670395	Preclinical	tubulin polymerization inhibitor	TUBB	not annotated		Broad Repurposing Hub	
BRD-A12409803	orteronel	13.0	0.05024266831959132	0.060305159487399916	0.8331404600644322	0.7976172414018621	0.404765517196276	274.97363780433307	-0.05024266831959132	0.09820546682684296	Phase 3	androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor	CYP17A1	not annotated		Broad Repurposing Hub	
BRD-A62182663	YK-4279	13.0	0.08206660276995117	0.09771029301986373	0.8398972128071266	0.7995169897422156	0.4009660205155687	104.74163976611112	-0.08206660276995117	0.09717230305859012	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K79382620	TH02453-036-P1	13.0	0.058533644118379496	0.06737866347695158	0.868726702161468	0.8075016836676256	0.3849966326647489	220.26993105866427	-0.058533644118379496	0.0928565634776064	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K48923948	BMS-641988	13.0	0.07827767194145038	0.08861728207484976	0.883322870084572	0.8114690747176969	0.37706185056460634	127.33950231031994	-0.07827767194145038	0.09072802658990643	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K59184148	SB-216763	13.0	0.039297706446057956	0.04321497678633424	0.9093538714681195	0.8184183186540293	0.3631633626919414	535.4654228110521	-0.039297706446057956	0.08702465837541233	Preclinical	glycogen synthase kinase inhibitor	CCNA2|CDK2|GSK3A|GSK3B	not annotated		Broad Repurposing Hub	
BRD-K67566344	KU-0063794	13.0	0.013817841513801513	0.01493604179680976	0.9251340952161042	0.8225519201196629	0.354896159760674	4482.589396403669	-0.013817841513801513	0.08483667950587734	Preclinical/tool	mTOR inhibitor	MTOR	oncology/autophagy		manual: vendor/chemical biology annotation	Multiple strong gene-level pushes but negative weighted score; keep as a pathway comparator rather than a top protective match.
BRD-A71390734	idarubicin	13.0	0.04398529647703062	0.043621299324110754	1.0083444821350995	0.8433554422971072	0.31328911540578563	525.536403850312	-0.04398529647703062	0.07398934815834023	Launched	topoisomerase inhibitor	TOP2A	hematologic malignancy	acute myeloid leukemia (AML)	Broad Repurposing Hub	
BRD-K05653692	DL-PDMP	13.0	0.0488685084498927	0.04711683159396357	1.0371773057879712	0.8501733837463172	0.2996532325073654	450.45129870829254	-0.0488685084498927	0.07049249554984634	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K49456190	prima-1-met	13.0	0.05359379883450612	0.05129942547750726	1.0447251277308136	0.8519249860735905	0.29615002785281896	379.99247590483884	-0.05359379883450612	0.06959864416352612	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K32164935	tolazamide	13.0	0.08219025858592154	0.07738733628959245	1.0620634140753469	0.8558965511179698	0.2882068977640604	166.97836467912063	-0.08219025858592154	0.06757872363313645	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11	endocrinology	diabetes mellitus	Broad Repurposing Hub	
BRD-K20285085	fostamatinib	13.0	0.11907633653563497	0.110541536690319	1.077208984973912	0.8593065439315299	0.2813869121369401	81.83686889170016	-0.11907633653563497	0.06585188088466488	Launched	SYK inhibitor	SYK	hematology	chronic immune thrombocytopenia (ITP)	Broad Repurposing Hub	
BRD-A19500257	geldanamycin	13.0	0.0527843723259348	0.048731784583686016	1.0831610780698862	0.8606315337833231	0.2787369324333538	421.0904271112532	-0.0527843723259348	0.0651827452890265	Preclinical	HSP inhibitor	HSP90AA1	not annotated		Broad Repurposing Hub	
BRD-K00317371	RITA	13.0	0.041031051907011944	0.03780164897779885	1.0854302131399014	0.8611344215374619	0.2777311569250761	699.8073669593366	-0.041031051907011944	0.06492905066557923	Preclinical	MDM inhibitor	MDM2	not annotated		Broad Repurposing Hub	
BRD-K59036917	BRD-K59036917	13.0	0.04839569762487923	0.044557647082854514	1.0861367418007486	0.8612907504746758	0.2774184990506484	503.68092194662165	-0.04839569762487923	0.06485021670973204	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A45889380	mepacrine	13.0	0.04816013004444474	0.042104992246742065	1.1438104479919766	0.8736488720356382	0.2527022559287236	564.0697585841016	-0.04816013004444474	0.05866307946794907	Launched	cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator	PLA2G1B	infectious disease	giardiasis	Broad Repurposing Hub	
BRD-K50590187	capsaicin	13.0	0.03789485085302494	0.03208880077498488	1.1809369604914066	0.8811861164388238	0.23762776712235234	971.1650084551073	-0.03789485085302494	0.05493235401049736	Launched	TRPV agonist	CFTR|TRPV1	neurology/psychiatry|rheumatology	muscle pain|rheumatoid arthritis	Broad Repurposing Hub	
BRD-K78959463	FPL-64176	13.0	0.018120485214733924	0.014207899077436355	1.2753810479630425	0.8989127983018343	0.2021744033963314	4953.820578820166	-0.018120485214733924	0.046282436245827174	Preclinical	calcium channel activator	CACNA1C|CACNA1S	not annotated		Broad Repurposing Hub	
BRD-K26657438	imiquimod	13.0	0.12066831389705406	0.09349179485732531	1.2906834667277691	0.9015932700102948	0.19681345997941044	114.40710734411181	-0.12066831389705406	0.04498933876352586	Launched	interferon inducer|toll-like receptor agonist	TLR7|TLR8	dermatology|infectious disease|oncology	actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC)	Broad Repurposing Hub	
BRD-A35108200	dexamethasone	13.0	0.057864686577926094	0.0425287855472762	1.360600492896795	0.9131800121233885	0.173639975753223	552.8840199324757	-0.057864686577926094	0.03944360300694285	Launched	glucocorticoid receptor agonist	ANXA1|NOS2|NR0B1|NR3C1|NR3C2	endocrinology|rheumatology|allergy|gastroenterology|hematology|neurology/psychiatry|dermatology	hypercalcemia|rheumatoid arthritis|psoriatic arthritis|osteoarthritis|allergic rhinitis|ulcerative colitis|anemia|multiple sclerosis|enteritis|lupus|dermatitis herpetiformis (DH)|nephrotic syndrome|psoriasis	Broad Repurposing Hub	
BRD-K59470558	BRD-K59470558	13.0	0.07363234481354394	0.053627013074089035	1.373045795256512	0.9151309447871727	0.16973811042565456	347.72249211119816	-0.07363234481354394	0.03851675890657299	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A84045418	calpeptin	13.0	0.10386724006272306	0.06931023635510963	1.4985844158799473	0.9330092609497989	0.1339814781004023	208.16381584107916	-0.10386724006272306	0.030114045471684524	Preclinical	calpain inhibitor	not annotated	not annotated		Broad Repurposing Hub	
BRD-K28470988	L-690330	13.0	0.08973817866724933	0.056680949100578935	1.5832158792544415	0.9433138658101919	0.11337226837961611	311.2617626813577	-0.08973817866724933	0.025343781801503085	Preclinical	inositol monophosphatase inhibitor	IMPA1	not annotated		Broad Repurposing Hub	
BRD-A04706586	bucladesine	13.0	0.08521364513498289	0.05273745964569099	1.6158086814852	0.9469321580111709	0.10613568397765821	359.5518998310081	-0.08521364513498289	0.023681134467478725	Launched	adenosine receptor agonist|cAMP stimulant	PRKACA	dermatology	skin ulcer	Broad Repurposing Hub	
BRD-A58048407	nimodipine	13.0	0.15476752365403165	0.09072433949283956	1.7059096215988072	0.9559875459608957	0.08802490807820865	121.49331157037216	-0.15476752365403165	0.01954776541813741	Launched	calcium channel blocker	CFTR|NR3C2	hematology	hemorrhage	Broad Repurposing Hub	
BRD-K55966568	orantinib	13.0	0.08794451425737171	0.051517000220310166	1.7070969559811497	0.9560979835879421	0.08780403282411582	376.7895650962092	-0.08794451425737171	0.019497597733342097	Phase 3	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	AURKA|AURKB|EGFR|FGFR1|FGFR2|KDR|PDGFRA|PDGFRB	not annotated		Broad Repurposing Hub	
BRD-A67373739	AICA-ribonucleotide	13.0	0.16983983087384036	0.09656547499237991	1.7588049029660198	0.9606946741314425	0.07861065173711497	107.23985987992256	-0.16983983087384036	0.017414616919589922	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K87142802	veliparib	13.0	0.10869739218724042	0.06179758880872988	1.7589261050891551	0.9607049697366835	0.07859006052663302	261.8526294883094	-0.10869739218724042	0.017409962682707617	Phase 3	PARP inhibitor	PARP1|PARP2	not annotated		Broad Repurposing Hub	
BRD-K68185022	ursolic-acid	13.0	0.08761224779147427	0.0497620196971995	1.7606248364634787	0.9608490389549078	0.07830192209018424	403.83504301430816	-0.08761224779147427	0.01734483990570405	Phase 2/Phase 3	ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor	HSD11B1|PLA2G1B|PTPN1|PYGM	not annotated		Broad Repurposing Hub	
BRD-K21672174	Ro-28-1675	13.0	0.021084850119251652	0.01183329874232344	1.7818235285346724	0.9626109929477286	0.07477801410454286	7141.4819421079455	-0.021084850119251652	0.016549183018853657	Preclinical	glucokinase activator	GCK	not annotated		Broad Repurposing Hub	
BRD-A52650764	ingenol	13.0	0.07222221732003474	0.04038450104620693	1.7883647302562906	0.9631414086360127	0.07371718272797452	613.1553994089651	-0.07222221732003474	0.01630994498163508	Launched	PKC activator	PRKCD|PRKCE	dermatology	keratosis	Broad Repurposing Hub	
BRD-K35723520	darinaparsin	13.0	0.08230838899082027	0.04466617819883133	1.8427452786406928	0.9673168951235326	0.0653662097529348	501.23618002206115	-0.08230838899082027	0.014431226787966798	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K15108141	gemcitabine	13.0	0.20056011800176998	0.10872216258810814	1.8447031702412708	0.967459635267389	0.06508072946522209	84.59872841674554	-0.20056011800176998	0.014367145736784255	Launched	ribonucleotide reductase inhibitor	CMPK1|RRM1|RRM2|TYMS	oncology	ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer	Broad Repurposing Hub	
BRD-A79465854	auranofin	13.0	0.053776540816564966	0.02878615508095681	1.8681390642594116	0.96912865512947	0.06174268974106012	1206.7927112864897	-0.053776540816564966	0.01361856505048625	Launched	NFkB pathway inhibitor	IKBKB|PRDX5|TRPA1	rheumatology	rheumatoid arthritis	Broad Repurposing Hub	
BRD-K03763695	TUL_XIX002	13.0	0.18842172967619727	0.10059382230235837	1.8730944442080297	0.9694723277868423	0.061055344426315314	98.82285100179011	-0.18842172967619727	0.013464582728640019	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K52904470	BRD-K52904470	13.0	0.11819525548910592	0.06299169513324275	1.8763625147584013	0.9696972409067562	0.06060551818648758	252.01907248803718	-0.11819525548910592	0.0133638400923062	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K73319509	PF-04217903	13.0	0.06731711341518946	0.03477095963749039	1.9360154024224137	0.9735670927163571	0.05286581456728583	827.1164270499968	-0.06731711341518946	0.011634114002753751	Phase 1	c-Met inhibitor	MET	not annotated		Broad Repurposing Hub	
BRD-A46335897	promethazine	13.0	0.12932328737272478	0.06628488858138291	1.9510221732355317	0.9744727959114584	0.05105440817708323	227.59930878397898	-0.12932328737272478	0.011230280456518353	Launched	histamine receptor antagonist	HRH1	neurology/psychiatry|allergy	sedative|allergic rhinitis	Broad Repurposing Hub	
BRD-K80672993	M2-PK-activator	13.0	0.09616851049212492	0.04826960533814586	1.9923202151422224	0.9768320324632608	0.04633593507347845	429.1928754216358	-0.09616851049212492	0.010180107361762409	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K23582869	BRD-K23582869	13.0	0.31639369285773306	0.157994326763273	2.002563632122019	0.9773879266425662	0.04522414671486741	40.06055988588189	-0.31639369285773306	0.00993302997420299	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-A79768653	sirolimus	13.0	0.09318297993642835	0.045281789019857084	2.0578466962859068	0.9801975740483012	0.039604851903397534	487.7001017867631	-0.09318297993642835	0.008686376684376659	Launched	mTOR inhibitor	FKBP1A|MTOR	transplant|pulmonary	organ rejection|lymphangioleiomyomatosis	Broad Repurposing Hub	
BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	13.0	0.07049153789453685	0.03355582326080179	2.1007244360141057	0.9821674185105749	0.035665162978850216	888.1047715470613	-0.07049153789453685	0.007814476838263036	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K19796430	sonidegib	13.0	0.09885512154468018	0.043910430919562614	2.251290171252659	0.9878164175414811	0.02436716491703781	518.638319944572	-0.09885512154468018	0.005323760125856993	Launched	smoothened receptor antagonist	SMO	oncology	basal cell carcinoma (BCC)	Broad Repurposing Hub	
BRD-K15409150	penfluridol	13.0	0.043108375321069994	0.01856327154553365	2.322240194317576	0.9898899970936261	0.0202200058127477	2901.9569451933166	-0.043108375321069994	0.004413064301026046	Launched	T-type calcium channel blocker	CACNA1G	neurology/psychiatry	schizophrenia	Broad Repurposing Hub	
BRD-A62025033	temsirolimus	13.0	0.14854793978923317	0.06342790960458218	2.3419964604745815	0.9904095515860032	0.019180896827993604	248.5645572796427	-0.14854793978923317	0.004185179934325013	Launched	mTOR inhibitor	MTOR	oncology	renal cell carcinoma (RCC)	Broad Repurposing Hub	
BRD-A34817987	itraconazole	13.0	0.1998453671147038	0.0831218173763486	2.4042468442414924	0.9918970868353646	0.016205826329270857	144.7337917198308	-0.1998453671147038	0.0035333852430553337	Launched	cytochrome P450 inhibitor	not annotated	infectious disease	onychomycosis|histoplasmosis|blastomycosis|aspergillosis	Broad Repurposing Hub	
BRD-K35669573	TUL-XX023	13.0	0.39750546904039646	0.1636240185699423	2.429383366296433	0.9924377348300449	0.015124530339910115	37.35131452092214	-0.39750546904039646	0.0032967311824722715	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K61250553	loperamide	13.0	0.1950145727585061	0.07997651584009155	2.4383979560753377	0.9926237384049613	0.014752523190077369	156.34177540894706	-0.1950145727585061	0.0032153429458598964	Launched	opioid receptor agonist	CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC	gastroenterology	diarrhea	Broad Repurposing Hub	
BRD-A36630025	SN-38	13.0	0.09581026802373785	0.03859673362415152	2.4823413544970427	0.9934738913340694	0.013052217331861234	671.272560173814	-0.09581026802373785	0.002843541738399243	Launched	topoisomerase inhibitor	TOP1	oncology	colorectal cancer	Broad Repurposing Hub	
BRD-K28907958	CD-437	13.0	0.08409104609897908	0.03313252829891616	2.538020803614009	0.994425932134457	0.011148135731086193	910.9422489241977	-0.08409104609897908	0.0024275589077907634	Preclinical	retinoid receptor agonist	RARG	not annotated		Broad Repurposing Hub	
BRD-K15563106	phloretin	13.0	0.10755402383926443	0.041819314903780505	2.5718743620436846	0.9949425204292133	0.010114959141573501	571.8026613865698	-0.10755402383926443	0.0022020084818934423	Launched	sodium/glucose cotransporter inhibitor	AQP9|CLCN3|SLC23A1	not annotated		Broad Repurposing Hub	
BRD-K41996876	tyrphostin-1	13.0	0.1614274591090463	0.06269226959347622	2.574918090472904	0.9949868086200212	0.01002638275995763	254.43216591764528	-0.1614274591090463	0.0021826770246363876	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K61829047	7b-cis	13.0	0.11052382471974571	0.042838165635055825	2.5800316862611075	0.9950604374991208	0.00987912500175844	544.9269268999998	-0.11052382471974571	0.0021505404851862703	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K73261812	BRD-K73261812	13.0	0.08460485009383138	0.03212127649256357	2.6339192999823133	0.9957797226703347	0.008440554659330763	969.2022385823478	-0.08460485009383138	0.001836721625576004	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K06854232	AM-580	13.0	0.13928258314835942	0.05260772237764953	2.647569156263907	0.9959463612165151	0.008107277566969731	361.3274870690444	-0.13928258314835942	0.001764050788122094	Preclinical	retinoid receptor agonist	RARA	not annotated		Broad Repurposing Hub	
BRD-K12762134	XAV-939	13.0	0.0930423097768992	0.03508680055740872	2.651775263027023	0.995996509146401	0.008006981707197878	812.292537763665	-0.0930423097768992	0.0017421837260120777	Preclinical	tankyrase inhibitor	TNKS|TNKS2	not annotated		Broad Repurposing Hub	
BRD-K92991072	PAC-1	13.0	0.08486270868969949	0.0316065330191502	2.6849736615617315	0.9963732238964405	0.007253552207119031	1001.0281264677428	-0.08486270868969949	0.0015779520209926617	Phase 1	caspase activator	CASP3	not annotated		Broad Repurposing Hub	
BRD-K80738081	resveratrol	13.0	0.2376412411008518	0.08747621041865057	2.7166385004966442	0.9967025702094795	0.006594859581041068	130.6832958298843	-0.2376412411008518	0.0014344218169603641	Launched	cytochrome P450 inhibitor|SIRT activator	CSNK2A1|NQO2|PTGS1|PTGS2	not annotated		Broad Repurposing Hub	
BRD-K56301217	ABT-737	13.0	0.041882278859087296	0.015341782312560334	2.72994871168249	0.9968327910229957	0.00633441795400862	4248.624680952799	-0.041882278859087296	0.001377684242178127	Phase 1/Phase 2	BCL inhibitor	BCL2|BCL2L1|BCL2L2	not annotated		Broad Repurposing Hub	
BRD-K26664453	cytochalasin-b	13.0	0.13283109119958186	0.04841363635783862	2.743671023134689	0.9969621804436535	0.006075639112692935	426.6429684561805	-0.13283109119958186	0.0013213162481853684	Phase 2	microtubule inhibitor	ACTB	not annotated		Broad Repurposing Hub	
BRD-K64642496	KO-143	13.0	0.12243391897489846	0.04373636255591048	2.79936217417223	0.9974398164795224	0.00512036704095528	522.7748402320804	-0.12243391897489846	0.0011132993097528806	not annotated	not annotated	not annotated	not annotated		not annotated	
BRD-K70792160	10-DEBC	13.0	0.21340208918109865	0.0757981015551752	2.8154015048221	0.9975641836175503	0.004871632764899461	174.05373340034544	-0.21340208918109865	0.00105915208815037	Preclinical	AKT inhibitor	PIM1	not annotated		Broad Repurposing Hub	
BRD-A56592690	PX-12	13.0	0.16764225057878016	0.05853525294353619	2.863953637314763	0.997908053775282	0.00418389244943595	291.8535640934726	-0.16764225057878016	0.0009094723174435717	Phase 2	thioredoxin inhibitor	CNR1|TXN	not annotated		Broad Repurposing Hub	
